time_s,phase,target_x_m,target_y_m,target_z_m,target_n_m,target_e_m,target_d_m,actual_x_m,actual_y_m,actual_z_m,actual_n_m,actual_e_m,actual_d_m,error_x_m,error_y_m,error_z_m,error_xy_m,error_3d_m,roll_deg,pitch_deg,yaw_deg,vbat_v
0.156,init,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0027,-0.0000,0.0160,0.0027,0.0000,-0.0160,-0.0027,0.0000,-0.0160,0.0027,0.0163,0.000,0.000,0.000,4.107
0.214,init,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0031,0.0004,0.0171,0.0031,-0.0004,-0.0171,-0.0031,-0.0004,-0.0171,0.0031,0.0174,0.961,0.085,0.008,4.101
0.313,init,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0037,0.0010,0.0186,0.0037,-0.0010,-0.0186,-0.0037,-0.0010,-0.0186,0.0038,0.0189,0.951,0.083,0.005,4.101
0.454,init,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0044,0.0017,0.0166,0.0044,-0.0017,-0.0166,-0.0044,-0.0017,-0.0166,0.0047,0.0173,0.943,0.082,0.011,4.101
0.557,init,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0052,0.0025,0.0155,0.0052,-0.0025,-0.0155,-0.0052,-0.0025,-0.0155,0.0058,0.0166,0.937,0.077,0.009,4.101
0.632,init,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0062,0.0034,0.0169,0.0062,-0.0034,-0.0169,-0.0062,-0.0034,-0.0169,0.0070,0.0183,0.933,0.077,0.008,4.101
0.745,takeoff,0.0000,0.0000,0.0065,0.0000,-0.0000,-0.0065,0.0073,0.0044,0.0168,0.0073,-0.0044,-0.0168,-0.0073,-0.0044,-0.0103,0.0085,0.0133,0.926,0.078,0.007,4.101
0.814,takeoff,0.0000,0.0000,0.0156,0.0000,-0.0000,-0.0156,0.0154,0.0008,0.0174,0.0154,-0.0008,-0.0174,-0.0154,-0.0008,-0.0018,0.0155,0.0156,0.921,0.075,0.005,3.938
0.913,takeoff,0.0000,0.0000,0.0290,0.0000,-0.0000,-0.0290,-0.0038,-0.0462,0.0154,-0.0038,0.0462,-0.0154,0.0038,0.0462,0.0136,0.0464,0.0483,1.015,0.099,-0.157,3.954
1.026,takeoff,0.0000,0.0000,0.0440,0.0000,-0.0000,-0.0440,-0.0064,-0.0539,0.0057,-0.0064,0.0539,-0.0057,0.0064,0.0539,0.0383,0.0543,0.0664,-0.825,0.234,-0.454,3.938
1.113,takeoff,0.0000,0.0000,0.0555,0.0000,-0.0000,-0.0555,-0.0106,-0.0199,-0.0254,-0.0106,0.0199,0.0254,0.0106,0.0199,0.0809,0.0226,0.0840,-7.877,0.681,-0.613,3.890
1.219,takeoff,0.0000,0.0000,0.0697,0.0000,-0.0000,-0.0697,-0.0245,0.0647,-0.0015,-0.0245,-0.0647,0.0015,0.0245,-0.0647,0.0711,0.0692,0.0992,1.160,-1.638,-0.796,3.948
1.312,takeoff,0.0000,0.0000,0.0821,0.0000,-0.0000,-0.0821,-0.0211,0.1567,0.0235,-0.0211,-0.1567,-0.0235,0.0211,-0.1567,0.0586,0.1581,0.1687,11.627,-1.967,-0.635,3.970
1.432,takeoff,0.0000,0.0000,0.0981,0.0000,-0.0000,-0.0981,-0.0218,0.1920,0.0147,-0.0218,-0.1920,-0.0147,0.0218,-0.1920,0.0834,0.1933,0.2105,16.412,-1.258,-0.529,3.880
1.513,takeoff,0.0000,0.0000,0.1089,0.0000,-0.0000,-0.1089,-0.0086,0.1239,0.0186,-0.0086,-0.1239,-0.0186,0.0086,-0.1239,0.0903,0.1242,0.1535,10.760,-0.434,-0.737,3.922
1.626,takeoff,0.0000,0.0000,0.1239,0.0000,-0.0000,-0.1239,-0.0048,0.0888,0.0199,-0.0048,-0.0888,-0.0199,0.0048,-0.0888,0.1041,0.0889,0.1369,-5.219,2.186,-0.925,3.938
1.714,takeoff,0.0000,0.0000,0.1356,0.0000,-0.0000,-0.1356,-0.0035,0.0664,0.0150,-0.0035,-0.0664,-0.0150,0.0035,-0.0664,0.1206,0.0665,0.1377,-9.747,2.224,-1.072,3.890
1.823,takeoff,0.0000,0.0000,0.1502,0.0000,-0.0000,-0.1502,0.0023,0.0134,0.0228,0.0023,-0.0134,-0.0228,-0.0023,-0.0134,0.1275,0.0136,0.1282,-9.289,1.148,-1.204,3.917
1.913,takeoff,0.0000,0.0000,0.1622,0.0000,-0.0000,-0.1622,0.0054,0.0018,0.0194,0.0054,-0.0018,-0.0194,-0.0054,-0.0018,0.1429,0.0057,0.1430,-11.380,1.717,-1.008,3.906
2.026,takeoff,0.0000,0.0000,0.1773,0.0000,-0.0000,-0.1773,0.0016,0.0419,0.0228,0.0016,-0.0419,-0.0228,-0.0016,-0.0419,0.1544,0.0420,0.1600,-4.078,0.673,-1.038,3.880
2.113,takeoff,0.0000,0.0000,0.1889,0.0000,-0.0000,-0.1889,-0.0034,0.0872,0.0553,-0.0034,-0.0872,-0.0553,0.0034,-0.0872,0.1336,0.0873,0.1596,7.535,-0.905,-0.785,3.917
2.223,takeoff,0.0000,0.0000,0.2035,0.0000,-0.0000,-0.2035,-0.0019,0.0866,0.0780,-0.0019,-0.0866,-0.0780,0.0019,-0.0866,0.1255,0.0866,0.1525,14.011,-1.613,-0.572,3.911
2.313,takeoff,0.0000,0.0000,0.2155,0.0000,-0.0000,-0.2155,0.0024,0.0553,0.0896,0.0024,-0.0553,-0.0896,-0.0024,-0.0553,0.1259,0.0553,0.1376,9.371,-1.078,-0.758,3.874
2.430,takeoff,0.0000,0.0000,0.2312,0.0000,-0.0000,-0.2312,0.0063,0.0247,0.1036,0.0063,-0.0247,-0.1036,-0.0063,-0.0247,0.1276,0.0255,0.1301,-0.694,0.343,-0.830,3.880
2.516,takeoff,0.0000,0.0000,0.2426,0.0000,-0.0000,-0.2426,0.0079,0.0064,0.1209,0.0079,-0.0064,-0.1209,-0.0079,-0.0064,0.1217,0.0102,0.1221,-6.318,1.201,-0.983,3.874
2.628,takeoff,0.0000,0.0000,0.2576,0.0000,-0.0000,-0.2576,0.0076,0.0009,0.1382,0.0076,-0.0009,-0.1382,-0.0076,-0.0009,0.1194,0.0076,0.1197,-6.273,0.885,-1.028,3.864
2.717,takeoff,0.0000,0.0000,0.2694,0.0000,-0.0000,-0.2694,0.0070,0.0045,0.1630,0.0070,-0.0045,-0.1630,-0.0070,-0.0045,0.1064,0.0083,0.1067,-3.643,0.408,-1.067,3.874
2.831,takeoff,0.0000,0.0000,0.2846,0.0000,-0.0000,-0.2846,0.0055,0.0121,0.1924,0.0055,-0.0121,-0.1924,-0.0055,-0.0121,0.0922,0.0133,0.0931,-1.092,-0.096,-1.061,3.885
2.916,takeoff,0.0000,0.0000,0.2960,0.0000,-0.0000,-0.2960,0.0049,0.0181,0.2186,0.0049,-0.0181,-0.2186,-0.0049,-0.0181,0.0773,0.0188,0.0796,0.915,-0.386,-1.106,3.880
3.036,takeoff,0.0000,0.0000,0.3119,0.0000,-0.0000,-0.3119,0.0032,0.0219,0.2469,0.0032,-0.0219,-0.2469,-0.0032,-0.0219,0.0650,0.0221,0.0686,2.048,-0.440,-0.999,3.880
3.116,takeoff,0.0000,0.0000,0.3227,0.0000,-0.0000,-0.3227,0.0000,0.0192,0.2768,0.0000,-0.0192,-0.2768,-0.0000,-0.0192,0.0458,0.0192,0.0497,1.802,-0.366,-0.968,3.896
3.218,takeoff,0.0000,0.0000,0.3362,0.0000,-0.0000,-0.3362,-0.0020,0.0135,0.3028,-0.0020,-0.0135,-0.3028,0.0020,-0.0135,0.0334,0.0137,0.0361,1.472,-0.206,-0.893,3.890
3.317,takeoff,0.0000,0.0000,0.3494,0.0000,-0.0000,-0.3494,0.0002,0.0108,0.3288,0.0002,-0.0108,-0.3288,-0.0002,-0.0108,0.0206,0.0108,0.0233,-0.522,-1.234,-0.737,3.896
3.416,takeoff,0.0000,0.0000,0.3626,0.0000,-0.0000,-0.3626,0.0090,0.0114,0.3505,0.0090,-0.0114,-0.3505,-0.0090,-0.0114,0.0120,0.0145,0.0188,-0.678,-0.561,-0.610,3.890
3.516,takeoff,0.0000,0.0000,0.3760,0.0000,-0.0000,-0.3760,0.0128,0.0129,0.3668,0.0128,-0.0129,-0.3668,-0.0128,-0.0129,0.0092,0.0182,0.0203,-0.476,0.603,-0.457,3.885
3.623,takeoff,0.0000,0.0000,0.3902,0.0000,-0.0000,-0.3902,0.0155,0.0181,0.3773,0.0155,-0.0181,-0.3773,-0.0155,-0.0181,0.0130,0.0238,0.0271,0.005,1.104,-0.387,3.880
3.722,takeoff,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0150,0.0220,0.3874,0.0150,-0.0220,-0.3874,-0.0150,-0.0220,0.0126,0.0267,0.0295,0.870,1.080,-0.374,3.880
3.824,takeoff,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0122,0.0246,0.3993,0.0122,-0.0246,-0.3993,-0.0122,-0.0246,0.0007,0.0274,0.0274,0.981,0.562,-0.394,3.885
3.922,takeoff,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0082,0.0247,0.4049,0.0082,-0.0247,-0.4049,-0.0082,-0.0247,-0.0049,0.0261,0.0265,0.956,-0.046,-0.354,3.880
4.022,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0081,0.0241,0.4103,0.0081,-0.0241,-0.4103,-0.0081,-0.0241,-0.0103,0.0254,0.0274,0.598,-0.650,-0.399,3.874
4.112,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0116,0.0235,0.4164,0.0116,-0.0235,-0.4164,-0.0116,-0.0235,-0.0164,0.0262,0.0309,0.528,-0.502,-0.331,3.874
4.216,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0168,0.0224,0.4218,0.0168,-0.0224,-0.4218,-0.0168,-0.0224,-0.0218,0.0280,0.0355,0.298,-0.135,-0.296,3.880
4.312,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0264,0.0253,0.4256,0.0264,-0.0253,-0.4256,-0.0264,-0.0253,-0.0256,0.0366,0.0447,0.007,0.648,-0.343,3.874
4.421,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0299,0.0290,0.4295,0.0299,-0.0290,-0.4295,-0.0299,-0.0290,-0.0295,0.0417,0.0510,0.237,1.470,-0.421,3.880
4.513,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0233,0.0297,0.4314,0.0233,-0.0297,-0.4314,-0.0233,-0.0297,-0.0314,0.0377,0.0491,0.933,1.539,-0.546,3.874
4.629,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0179,0.0310,0.4322,0.0179,-0.0310,-0.4322,-0.0179,-0.0310,-0.0322,0.0358,0.0481,0.965,0.374,-0.715,3.869
4.712,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0202,0.0309,0.4320,0.0202,-0.0309,-0.4320,-0.0202,-0.0309,-0.0320,0.0369,0.0488,0.669,-0.773,-0.782,3.864
4.816,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0246,0.0266,0.4348,0.0246,-0.0266,-0.4348,-0.0246,-0.0266,-0.0348,0.0362,0.0503,0.685,-0.009,-0.714,3.874
4.912,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0269,0.0198,0.4358,0.0269,-0.0198,-0.4358,-0.0269,-0.0198,-0.0358,0.0334,0.0489,0.175,0.467,-0.630,3.874
5.016,hover,0.0000,0.0000,0.4000,0.0000,-0.0000,-0.4000,0.0278,0.0208,0.4357,0.0278,-0.0208,-0.4357,-0.0278,-0.0208,-0.0357,0.0347,0.0498,-0.629,0.612,-0.478,3.869
5.129,north / forward,0.0042,0.0000,0.4000,0.0042,-0.0000,-0.4000,0.0253,0.0215,0.4361,0.0253,-0.0215,-0.4361,-0.0211,-0.0215,-0.0361,0.0301,0.0470,-0.427,0.739,-0.350,3.874
5.228,north / forward,0.0141,0.0000,0.4000,0.0141,-0.0000,-0.4000,0.0213,0.0277,0.4347,0.0213,-0.0277,-0.4347,-0.0072,-0.0277,-0.0347,0.0286,0.0449,0.009,0.339,-0.341,3.869
5.315,north / forward,0.0228,0.0000,0.4000,0.0228,-0.0000,-0.4000,0.0192,0.0308,0.4363,0.0192,-0.0308,-0.4363,0.0036,-0.0308,-0.0363,0.0310,0.0477,0.561,-0.182,-0.347,3.869
5.419,north / forward,0.0332,0.0000,0.4000,0.0332,-0.0000,-0.4000,0.0209,0.0257,0.4365,0.0209,-0.0257,-0.4365,0.0123,-0.0257,-0.0365,0.0285,0.0464,1.318,-0.691,-0.407,3.869
5.523,north / forward,0.0436,0.0000,0.4000,0.0436,-0.0000,-0.4000,0.0230,0.0181,0.4370,0.0230,-0.0181,-0.4370,0.0206,-0.0181,-0.0370,0.0274,0.0461,0.852,-0.754,-0.557,3.859
5.614,north / forward,0.0528,0.0000,0.4000,0.0528,-0.0000,-0.4000,0.0289,0.0147,0.4361,0.0289,-0.0147,-0.4361,0.0238,-0.0147,-0.0361,0.0280,0.0457,-0.441,-0.695,-0.627,3.869
5.739,north / forward,0.0652,0.0000,0.4000,0.0652,-0.0000,-0.4000,0.0339,0.0125,0.4348,0.0339,-0.0125,-0.4348,0.0312,-0.0125,-0.0348,0.0337,0.0484,-0.704,-0.321,-0.668,3.864
5.812,north / forward,0.0726,0.0000,0.4000,0.0726,-0.0000,-0.4000,0.0430,0.0130,0.4358,0.0430,-0.0130,-0.4358,0.0295,-0.0130,-0.0358,0.0323,0.0482,-0.509,-0.132,-0.808,3.864
5.938,north / forward,0.0852,0.0000,0.4000,0.0852,-0.0000,-0.4000,0.0513,0.0124,0.4354,0.0513,-0.0124,-0.4354,0.0338,-0.0124,-0.0354,0.0360,0.0505,-0.194,-0.003,-0.823,3.864
6.012,north / forward,0.0925,0.0000,0.4000,0.0925,-0.0000,-0.4000,0.0580,0.0105,0.4342,0.0580,-0.0105,-0.4342,0.0345,-0.0105,-0.0342,0.0360,0.0497,0.229,0.224,-0.837,3.864
6.145,north / forward,0.1058,0.0000,0.4000,0.1058,-0.0000,-0.4000,0.0648,0.0106,0.4337,0.0648,-0.0106,-0.4337,0.0411,-0.0106,-0.0337,0.0424,0.0542,0.321,0.152,-0.799,3.859
6.216,north / forward,0.1129,0.0000,0.4000,0.1129,-0.0000,-0.4000,0.0701,0.0062,0.4337,0.0701,-0.0062,-0.4337,0.0428,-0.0062,-0.0337,0.0433,0.0549,0.107,-0.032,-0.820,3.864
6.311,north / forward,0.1225,0.0000,0.4000,0.1225,-0.0000,-0.4000,0.0767,0.0020,0.4363,0.0767,-0.0020,-0.4363,0.0457,-0.0020,-0.0363,0.0458,0.0584,-0.399,-0.263,-0.912,3.864
6.412,north / forward,0.1326,0.0000,0.4000,0.1326,-0.0000,-0.4000,0.0839,0.0015,0.4335,0.0839,-0.0015,-0.4335,0.0487,-0.0015,-0.0335,0.0487,0.0592,-0.598,-0.213,-0.920,3.864
6.512,north / forward,0.1425,0.0000,0.4000,0.1425,-0.0000,-0.4000,0.0922,0.0077,0.4328,0.0922,-0.0077,-0.4328,0.0503,-0.0077,-0.0328,0.0509,0.0606,-0.634,-0.351,-0.896,3.859
6.617,north / forward,0.1531,0.0000,0.4000,0.1531,-0.0000,-0.4000,0.1057,0.0158,0.4325,0.1057,-0.0158,-0.4325,0.0473,-0.0158,-0.0325,0.0499,0.0596,0.467,0.137,-0.801,3.859
6.712,north / forward,0.1625,0.0000,0.4000,0.1625,-0.0000,-0.4000,0.1143,0.0198,0.4313,0.1143,-0.0198,-0.4313,0.0482,-0.0198,-0.0313,0.0521,0.0608,1.072,0.203,-0.761,3.864
6.827,north / forward,0.1741,0.0000,0.4000,0.1741,-0.0000,-0.4000,0.1222,0.0189,0.4298,0.1222,-0.0189,-0.4298,0.0519,-0.0189,-0.0298,0.0552,0.0627,1.145,0.646,-0.808,3.853
6.912,north / forward,0.1825,0.0000,0.4000,0.1825,-0.0000,-0.4000,0.1297,0.0181,0.4298,0.1297,-0.0181,-0.4298,0.0529,-0.0181,-0.0298,0.0559,0.0633,1.020,0.408,-0.851,3.853
7.023,north / forward,0.1936,0.0000,0.4000,0.1936,-0.0000,-0.4000,0.1395,0.0181,0.4309,0.1395,-0.0181,-0.4309,0.0541,-0.0181,-0.0309,0.0570,0.0648,0.181,0.094,-0.904,3.864
7.112,north / forward,0.2025,0.0000,0.4000,0.2025,-0.0000,-0.4000,0.1493,0.0224,0.4319,0.1493,-0.0224,-0.4319,0.0532,-0.0224,-0.0319,0.0577,0.0659,0.097,-0.121,-0.919,3.859
7.234,north / forward,0.2147,0.0000,0.4000,0.2147,-0.0000,-0.4000,0.1573,0.0250,0.4305,0.1573,-0.0250,-0.4305,0.0574,-0.0250,-0.0305,0.0627,0.0697,0.205,-0.040,-0.940,3.859
7.325,north / forward,0.2239,0.0000,0.4000,0.2239,-0.0000,-0.4000,0.1686,0.0285,0.4305,0.1686,-0.0285,-0.4305,0.0553,-0.0285,-0.0305,0.0622,0.0693,0.651,0.119,-0.937,3.859
7.436,north / forward,0.2349,0.0000,0.4000,0.2349,-0.0000,-0.4000,0.1810,0.0263,0.4318,0.1810,-0.0263,-0.4318,0.0539,-0.0263,-0.0318,0.0600,0.0679,0.928,-0.077,-1.002,3.859
7.512,north / forward,0.2425,0.0000,0.4000,0.2425,-0.0000,-0.4000,0.1878,0.0246,0.4308,0.1878,-0.0246,-0.4308,0.0547,-0.0246,-0.0308,0.0600,0.0674,0.708,0.554,-0.863,3.859
7.647,north / forward,0.2560,0.0000,0.4000,0.2560,-0.0000,-0.4000,0.1926,0.0197,0.4297,0.1926,-0.0197,-0.4297,0.0634,-0.0197,-0.0297,0.0664,0.0728,0.428,0.675,-0.646,3.859
7.711,north / forward,0.2625,0.0000,0.4000,0.2625,-0.0000,-0.4000,0.1986,0.0198,0.4305,0.1986,-0.0198,-0.4305,0.0638,-0.0198,-0.0305,0.0669,0.0735,-0.488,-0.121,-0.388,3.859
7.812,north / forward,0.2725,0.0000,0.4000,0.2725,-0.0000,-0.4000,0.2074,0.0229,0.4294,0.2074,-0.0229,-0.4294,0.0651,-0.0229,-0.0294,0.0690,0.0750,-0.254,-0.518,-0.187,3.859
7.928,north / forward,0.2841,0.0000,0.4000,0.2841,-0.0000,-0.4000,0.2161,0.0296,0.4250,0.2161,-0.0296,-0.4250,0.0680,-0.0296,-0.0250,0.0742,0.0783,0.146,-0.645,0.013,3.853
8.021,north / forward,0.2935,0.0000,0.4000,0.2935,-0.0000,-0.4000,0.2261,0.0310,0.4238,0.2261,-0.0310,-0.4238,0.0673,-0.0310,-0.0238,0.0741,0.0779,1.020,-0.261,0.264,3.853
8.146,north / forward,0.3059,0.0000,0.4000,0.3059,-0.0000,-0.4000,0.2414,0.0293,0.4246,0.2414,-0.0293,-0.4246,0.0645,-0.0293,-0.0246,0.0709,0.0750,1.134,-0.202,0.391,3.853
8.229,north / forward,0.3142,0.0000,0.4000,0.3142,-0.0000,-0.4000,0.2548,0.0279,0.4249,0.2548,-0.0279,-0.4249,0.0594,-0.0279,-0.0249,0.0656,0.0702,0.786,0.410,0.426,3.859
8.315,north / forward,0.3228,0.0000,0.4000,0.3228,-0.0000,-0.4000,0.2665,0.0251,0.4267,0.2665,-0.0251,-0.4267,0.0563,-0.0251,-0.0267,0.0616,0.0672,0.412,0.778,0.512,3.859
8.422,north / forward,0.3335,0.0000,0.4000,0.3335,-0.0000,-0.4000,0.2780,0.0205,0.4274,0.2780,-0.0205,-0.4274,0.0555,-0.0205,-0.0274,0.0592,0.0652,-0.032,1.183,0.572,3.853
8.513,north / forward,0.3426,0.0000,0.4000,0.3426,-0.0000,-0.4000,0.2889,0.0198,0.4246,0.2889,-0.0198,-0.4246,0.0537,-0.0198,-0.0246,0.0573,0.0623,-0.328,0.661,0.728,3.853
8.610,north / forward,0.3524,0.0000,0.4000,0.3524,-0.0000,-0.4000,0.2991,0.0201,0.4216,0.2991,-0.0201,-0.4216,0.0532,-0.0201,-0.0216,0.0569,0.0608,-0.277,0.505,0.831,3.843
8.723,north / forward,0.3637,0.0000,0.4000,0.3637,-0.0000,-0.4000,0.3092,0.0207,0.4223,0.3092,-0.0207,-0.4223,0.0544,-0.0207,-0.0223,0.0582,0.0623,-0.034,0.362,0.861,3.853
8.810,north / forward,0.3724,0.0000,0.4000,0.3724,-0.0000,-0.4000,0.3202,0.0210,0.4230,0.3202,-0.0210,-0.4230,0.0522,-0.0210,-0.0230,0.0563,0.0608,0.551,0.786,0.879,3.859
8.919,north / forward,0.3833,0.0000,0.4000,0.3833,-0.0000,-0.4000,0.3296,0.0186,0.4216,0.3296,-0.0186,-0.4216,0.0537,-0.0186,-0.0216,0.0568,0.0608,0.387,0.584,1.086,3.853
9.011,north / forward,0.3924,0.0000,0.4000,0.3924,-0.0000,-0.4000,0.3378,0.0169,0.4201,0.3378,-0.0169,-0.4201,0.0546,-0.0169,-0.0201,0.0571,0.0606,0.153,0.634,1.408,3.848
9.116,north / forward,0.4030,0.0000,0.4000,0.4030,-0.0000,-0.4000,0.3473,0.0161,0.4196,0.3473,-0.0161,-0.4196,0.0556,-0.0161,-0.0196,0.0579,0.0611,-0.046,0.367,1.788,3.848
9.211,north / forward,0.4124,0.0000,0.4000,0.4124,-0.0000,-0.4000,0.3546,0.0134,0.4201,0.3546,-0.0134,-0.4201,0.0578,-0.0134,-0.0201,0.0593,0.0626,0.181,0.340,2.227,3.853
9.315,north / forward,0.4228,0.0000,0.4000,0.4228,-0.0000,-0.4000,0.3661,0.0120,0.4209,0.3661,-0.0120,-0.4209,0.0567,-0.0120,-0.0209,0.0579,0.0616,0.006,0.185,2.592,3.859
9.410,north / forward,0.4324,0.0000,0.4000,0.4324,-0.0000,-0.4000,0.3734,0.0096,0.4211,0.3734,-0.0096,-0.4211,0.0590,-0.0096,-0.0211,0.0598,0.0634,-0.075,0.244,2.674,3.848
9.515,north / forward,0.4429,0.0000,0.4000,0.4429,-0.0000,-0.4000,0.3853,0.0134,0.4193,0.3853,-0.0134,-0.4193,0.0576,-0.0134,-0.0193,0.0591,0.0622,-0.153,-0.040,2.452,3.848
9.610,north / forward,0.4523,0.0000,0.4000,0.4523,-0.0000,-0.4000,0.3928,0.0177,0.4182,0.3928,-0.0177,-0.4182,0.0596,-0.0177,-0.0182,0.0622,0.0648,0.246,0.266,1.938,3.848
9.716,north / forward,0.4629,0.0000,0.4000,0.4629,-0.0000,-0.4000,0.4045,0.0184,0.4179,0.4045,-0.0184,-0.4179,0.0584,-0.0184,-0.0179,0.0612,0.0638,0.809,0.343,1.434,3.848
9.811,north / forward,0.4724,0.0000,0.4000,0.4724,-0.0000,-0.4000,0.4183,0.0156,0.4182,0.4183,-0.0156,-0.4182,0.0541,-0.0156,-0.0182,0.0563,0.0592,0.930,0.242,1.109,3.848
9.918,north / forward,0.4832,0.0000,0.4000,0.4832,-0.0000,-0.4000,0.4271,0.0120,0.4187,0.4271,-0.0120,-0.4187,0.0561,-0.0120,-0.0187,0.0574,0.0603,0.732,0.557,0.892,3.848
10.010,north / forward,0.4923,0.0000,0.4000,0.4923,-0.0000,-0.4000,0.4367,0.0082,0.4197,0.4367,-0.0082,-0.4197,0.0556,-0.0082,-0.0197,0.0562,0.0595,-0.125,0.636,0.641,3.853
10.124,north / forward,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4453,0.0057,0.4217,0.4453,-0.0057,-0.4217,0.0547,-0.0057,-0.0217,0.0550,0.0591,-0.348,0.556,0.531,3.859
10.210,north / forward,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4553,0.0054,0.4212,0.4553,-0.0054,-0.4212,0.0447,-0.0054,-0.0212,0.0450,0.0498,-0.398,0.595,0.547,3.853
10.318,north / forward,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4661,0.0052,0.4205,0.4661,-0.0052,-0.4205,0.0339,-0.0052,-0.0205,0.0343,0.0400,-0.165,0.163,0.602,3.853
10.428,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4773,0.0055,0.4195,0.4773,-0.0055,-0.4195,0.0227,-0.0055,-0.0195,0.0233,0.0304,-0.049,0.518,0.899,3.848
10.528,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4870,0.0051,0.4187,0.4870,-0.0051,-0.4187,0.0130,-0.0051,-0.0187,0.0139,0.0233,-0.247,1.074,1.380,3.848
10.638,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4945,0.0027,0.4163,0.4945,-0.0027,-0.4163,0.0055,-0.0027,-0.0163,0.0061,0.0174,-0.439,1.404,1.910,3.848
10.710,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4941,0.0054,0.4171,0.4941,-0.0054,-0.4171,0.0059,-0.0054,-0.0171,0.0080,0.0188,-0.563,1.774,2.402,3.848
10.843,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4957,0.0087,0.4177,0.4957,-0.0087,-0.4177,0.0043,-0.0087,-0.0177,0.0097,0.0202,-0.526,0.931,2.746,3.848
10.911,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4949,0.0109,0.4185,0.4949,-0.0109,-0.4185,0.0051,-0.0109,-0.0185,0.0120,0.0221,0.684,0.289,3.037,3.848
11.038,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.4987,0.0061,0.4173,0.4987,-0.0061,-0.4173,0.0013,-0.0061,-0.0173,0.0063,0.0184,0.868,-0.248,3.486,3.838
11.110,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.5079,0.0020,0.4171,0.5079,-0.0020,-0.4171,-0.0079,-0.0020,-0.0171,0.0082,0.0189,0.164,-0.145,3.877,3.848
11.256,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.5163,-0.0011,0.4171,0.5163,0.0011,-0.4171,-0.0163,0.0011,-0.0171,0.0163,0.0237,-0.346,0.393,4.053,3.843
11.311,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.5242,-0.0035,0.4177,0.5242,0.0035,-0.4177,-0.0242,0.0035,-0.0177,0.0245,0.0302,-0.598,1.121,4.021,3.848
11.438,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.5278,-0.0022,0.4172,0.5278,0.0022,-0.4172,-0.0278,0.0022,-0.0172,0.0279,0.0328,-0.621,1.775,3.924,3.848
11.511,north / forward hover,0.5000,0.0000,0.4000,0.5000,-0.0000,-0.4000,0.5277,0.0008,0.4161,0.5277,-0.0008,-0.4161,-0.0277,-0.0008,-0.0161,0.0277,0.0321,-0.428,1.774,3.726,3.843
11.629,east / right,0.5000,-0.0077,0.4000,0.5000,0.0077,-0.4000,0.5280,0.0012,0.4156,0.5280,-0.0012,-0.4156,-0.0280,-0.0089,-0.0156,0.0293,0.0332,0.203,1.538,3.638,3.843
11.712,east / right,0.5000,-0.0161,0.4000,0.5000,0.0161,-0.4000,0.5256,0.0039,0.4168,0.5256,-0.0039,-0.4168,-0.0256,-0.0200,-0.0168,0.0325,0.0366,-0.125,0.910,3.734,3.843
