time_s,state,x_m,y_m,z_down_m,edge_event,edge_x_m,edge_y_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,local_x_min_m,local_x_max_m,local_y_min_m,local_y_max_m
1.084,,-0.9912,4.9665,0.016,,,,-18.14,-1.24,0.11,0.0,-0.0065,-0.0035,-0.0004,0.725,0.374,,0.193,,,,,,,
1.167,,-0.9909,4.9658,0.015,,,,-18.05,-1.22,0.09,0.0,-0.0043,-0.007,0.001,0.718,0.369,,0.194,,,,,,,
1.185,,-0.9911,4.9667,0.018,,,,-17.95,-1.25,0.11,0.0,-0.0058,-0.0021,-0.0001,0.718,0.369,,0.194,,,,,,,
1.238,,-0.9908,4.9667,0.018,,,,-17.86,-1.25,0.1,0.0,-0.0046,-0.0023,0.0058,0.724,0.372,,0.196,,,,,,,
1.283,,-0.9906,4.9659,0.015,,,,-17.77,-1.22,0.08,0.0,-0.0035,-0.0068,0.0084,0.724,0.372,,0.196,,,,,,,
1.335,,-0.9905,4.9663,0.016,,,,-17.68,-1.24,0.08,0.0,-0.0031,-0.0047,0.0023,0.721,0.374,,0.197,,,,,,,
1.384,,-0.9911,4.9669,0.016,,,,-17.59,-1.26,0.11,0.0,-0.0056,-0.0015,0.0006,0.721,0.374,,0.197,,,,,,,
1.464,,-0.9911,4.9669,0.017,,,,-17.5,-1.25,0.11,0.0,-0.0054,-0.0015,-0.0002,0.722,0.372,,0.196,,,,,,,
1.522,,-0.9907,4.966,0.017,,,,-17.4,-1.22,0.07,0.0,-0.0028,-0.0074,0.0013,0.722,0.372,,0.196,,,,,,,
1.535,,-0.989,4.9661,0.015,,,,-17.31,-1.24,0.03,0.0,0.0046,-0.0059,0.0024,0.72,0.372,,0.197,,,,,,,
1.583,,-0.9913,4.9649,0.016,,,,-17.22,-1.18,0.1,0.0,-0.0075,-0.0116,-0.0016,0.72,0.372,,0.197,,,,,,,
1.635,,-0.9891,4.9663,0.016,,,,-17.13,-1.25,0.02,0.0,0.0039,-0.0054,-0.002,0.72,0.371,,0.198,,,,,,,
1.685,,-0.9912,4.9669,0.015,,,,-17.04,-1.25,0.11,0.0,-0.0066,-0.0016,-0.002,0.72,0.371,,0.198,,,,,,,
1.757,,-0.9913,4.9668,0.014,,,,-16.95,-1.25,0.1,0.0,-0.0063,-0.0016,-0.0046,0.724,0.373,,0.197,,,,,,,
1.816,,-0.9916,4.966,0.019,,,,-16.87,-1.21,0.1,0.0,-0.0074,-0.0065,-0.008,0.724,0.373,,0.197,,,,,,,
1.833,,-0.9889,4.9662,0.017,,,,-16.78,-1.25,0.01,0.0,0.0058,-0.006,0.0013,0.722,0.371,,0.199,,,,,,,
1.883,,-0.9914,4.9663,0.017,,,,-16.7,-1.22,0.11,0.0,-0.0076,-0.0046,0.0028,0.722,0.371,,0.199,,,,,,,
1.934,,-0.9912,4.9669,0.015,,,,-16.61,-1.25,0.1,0.0,-0.0059,-0.0018,0.0037,0.723,0.376,,0.194,,,,,,,
1.983,,-0.9915,4.9663,0.017,,,,-16.52,-1.22,0.11,0.0,-0.0075,-0.0047,-0.0013,0.723,0.376,,0.194,,,,,,,
2.056,,-0.9897,4.9644,0.018,,,,-16.44,-1.17,0.03,0.0,0.0003,-0.0138,0.0002,0.722,0.374,,0.198,,,,,,,
2.097,,-0.9912,4.9666,0.017,,,,-16.35,-1.24,0.11,0.0,-0.0072,-0.0025,0.0036,0.722,0.374,,0.198,,,,,,,
2.133,,-0.9893,4.9661,0.015,,,,-16.27,-1.24,0.02,0.0,0.0023,-0.0059,0.0031,0.723,0.372,,0.196,,,,,,,
2.184,,-0.9913,4.9663,0.017,,,,-16.18,-1.23,0.1,0.0,-0.0077,-0.0045,-0.0022,0.723,0.372,,0.196,,,,,,,
2.235,,-0.9912,4.9668,0.015,,,,-16.1,-1.25,0.1,0.0,-0.0067,-0.0023,-0.0007,0.722,0.374,,0.2,,,,,,,
2.283,,-0.9912,4.9659,0.016,,,,-16.02,-1.22,0.08,0.0,-0.0064,-0.0065,-0.0035,0.722,0.374,,0.2,,,,,,,
2.347,,-0.991,4.9666,0.019,,,,-15.93,-1.25,0.08,0.0,-0.0062,-0.0025,-0.0027,0.726,0.374,,0.196,,,,,,,
2.4,,-0.9902,4.9655,0.018,,,,-15.85,-1.21,0.05,0.0,-0.0026,-0.008,0.0044,0.726,0.374,,0.196,,,,,,,
2.445,,-0.9903,4.9654,0.016,,,,-15.77,-1.21,0.05,0.0,-0.0022,-0.008,0.0066,0.718,0.375,,0.197,,,,,,,
2.482,,-0.9912,4.9665,0.018,,,,-15.69,-1.25,0.1,0.0,-0.0069,-0.0016,0.0015,0.718,0.375,,0.197,,,,,,,
2.533,,-0.9913,4.9658,0.016,,,,-15.61,-1.21,0.09,0.0,-0.0068,-0.0049,0.0032,0.724,0.371,,0.2,,,,,,,
2.583,,-0.9908,4.9652,0.016,,,,-15.53,-1.2,0.06,0.0,-0.0039,-0.0083,-0.0006,0.724,0.371,,0.2,,,,,,,
2.64,,0.0001,-0.0001,0.016,,,,0.0,0.01,0.02,0.0,0.0056,-0.0086,0.0002,0.714,0.373,,0.197,,,,,,,
2.685,,-0.0001,-0.0006,0.017,,,,0.0,-0.02,0.26,0.0,-0.0041,-0.0183,-0.0001,0.714,0.373,,0.197,,,,,,,
2.733,,0.0008,-0.0006,0.014,,,,0.01,-0.37,-0.14,0.0,0.0097,-0.0158,0.0015,0.722,0.373,,0.194,,,,,,,
2.785,,-0.0004,-0.0012,0.016,,,,0.01,-0.44,0.31,0.0,-0.0077,-0.0218,-0.0038,0.722,0.373,,0.194,,,,,,,
2.834,,-0.0005,-0.0017,0.015,,,,0.02,-0.58,0.27,0.0,-0.0076,-0.0229,-0.0024,0.717,0.374,,0.202,,,,,,,
2.884,,-0.0005,-0.0013,0.017,,,,0.02,-0.82,0.21,0.0,-0.0065,-0.0166,-0.0037,0.717,0.374,,0.202,,,,,,,
2.936,,0.0015,-0.0009,0.017,,,,0.02,-1.0,-0.11,0.0,0.0101,-0.0114,0.0005,0.721,0.374,1.161,0.197,,,,,,,
2.995,,-0.0007,-0.001,0.016,,,,0.03,-1.05,0.2,0.0,-0.0074,-0.0106,0.0031,0.721,0.374,1.161,0.197,,,,,,,
3.033,,-0.0007,-0.0012,0.018,,,,0.03,-1.08,0.17,0.0,-0.0065,-0.0107,0.0019,0.721,0.374,,0.193,,,,,,,
3.085,,0.0005,-0.0018,0.015,,,,0.03,-1.06,0.06,0.0,0.0006,-0.0136,0.0048,0.721,0.374,,0.193,,,,,,,
3.134,,0.0002,-0.0021,0.014,,,,0.04,-1.08,0.09,0.0,-0.0016,-0.0144,-0.0002,0.724,0.377,,0.198,,,,,,,
3.225,,-0.0007,-0.0015,0.017,,,,0.04,-1.15,0.14,0.0,-0.006,-0.0096,-0.0058,0.724,0.377,,0.198,,,,,,,
3.25,,0.0016,-0.0006,0.016,,,,0.04,-1.22,-0.01,0.0,0.0071,-0.0041,-0.0015,0.722,0.371,,0.197,,,,,,,
3.285,,-0.0001,-0.0013,0.017,,,,0.04,-1.19,0.1,0.0,-0.0034,-0.0076,-0.0009,0.722,0.371,,0.197,,,,,,,
3.333,,-0.0006,-0.0004,0.016,,,,0.05,-1.24,0.12,0.0,-0.0058,-0.0025,0.0019,0.722,0.374,,0.196,,,,,,,
3.384,,-0.0007,-0.0007,0.015,,,,0.05,-1.24,0.12,0.0,-0.0054,-0.0045,0.0011,0.722,0.374,,0.196,,,,,,,
3.433,,0.0011,-0.0008,0.015,,,,0.06,-1.23,0.03,0.0,0.0035,-0.0047,-0.0019,0.722,0.373,,0.199,,,,,,,
3.516,,-0.0007,-0.0007,0.015,,,,0.06,-1.24,0.12,0.0,-0.006,-0.0049,-0.0037,0.722,0.373,,0.199,,,,,,,
3.553,,-0.0007,-0.0004,0.017,,,,0.06,-1.25,0.11,0.0,-0.0055,-0.0032,-0.0041,0.719,0.371,,0.192,,,,,,,
3.583,,0.0008,-0.0019,0.017,,,,0.07,-1.19,0.04,0.0,0.0019,-0.0104,0.0001,0.719,0.371,,0.192,,,,,,,
3.633,,-0.0001,-0.0023,0.014,,,,0.07,-1.18,0.07,0.0,-0.0021,-0.0117,0.0026,0.718,0.37,,0.195,,,,,,,
3.684,,-0.0004,-0.0004,0.016,,,,0.07,-1.27,0.09,0.0,-0.0042,-0.0023,-0.0029,0.718,0.37,,0.195,,,,,,,
3.733,,0.0005,-0.0008,0.016,,,,0.08,-1.25,0.05,0.0,0.0003,-0.0043,-0.0014,0.723,0.374,,0.199,,,,,,,
3.812,,-0.0005,-0.001,0.016,,,,0.08,-1.24,0.09,0.0,-0.0041,-0.0053,-0.0009,0.723,0.374,,0.199,,,,,,,
3.865,,0.0015,-0.0003,0.014,,,,0.08,-1.27,0.01,0.0,0.0062,-0.0022,-0.0001,0.725,0.372,,0.194,,,,,,,
3.886,,-0.0006,-0.0003,0.014,,,,0.08,-1.27,0.1,0.0,-0.0049,-0.0017,-0.0042,0.725,0.372,,0.194,,,,,,,
3.933,,-0.0003,-0.0006,0.017,,,,0.09,-1.26,0.09,0.0,-0.0038,-0.0033,-0.006,0.722,0.372,,0.199,,,,,,,
3.983,,-0.0005,-0.0005,0.015,,,,0.09,-1.26,0.1,0.0,-0.0049,-0.0033,0.0007,0.722,0.372,,0.199,,,,,,,
4.033,,0.0009,-0.0008,0.016,,,,0.1,-1.25,0.05,0.0,0.0013,-0.0047,-0.0006,0.722,0.375,,0.198,,,,,,,
4.103,,-0.0005,-0.0003,0.016,,,,0.1,-1.27,0.12,0.0,-0.0063,-0.0023,0.0008,0.722,0.375,,0.198,,,,,,,
4.162,,0.0,-0.0011,0.015,,,,0.1,-1.23,0.09,0.0,-0.0034,-0.0068,0.0016,0.727,0.374,,0.192,,,,,,,
4.196,,-0.0004,-0.0009,0.014,,,,0.1,-1.24,0.1,0.0,-0.0047,-0.0052,-0.0006,0.727,0.374,,0.192,,,,,,,
4.233,,-0.0005,-0.0003,0.015,,,,0.11,-1.26,0.12,0.0,-0.0062,-0.0024,-0.0035,0.722,0.374,,0.195,,,,,,,
4.283,,-0.0,-0.0013,0.014,,,,0.11,-1.22,0.09,0.0,-0.0034,-0.0078,-0.003,0.722,0.374,,0.195,,,,,,,
4.332,,0.0014,-0.0003,0.018,,,,0.12,-1.26,0.03,0.0,0.0044,-0.0021,-0.0048,0.724,0.376,,0.197,,,,,,,
4.396,,0.0002,-0.001,0.017,,,,0.12,-1.23,0.08,0.0,-0.0023,-0.0056,0.0038,0.724,0.376,,0.197,,,,,,,
4.454,,-0.0006,-0.0003,0.015,,,,0.12,-1.26,0.12,0.0,-0.0071,-0.0024,0.0059,0.719,0.373,,0.196,,,,,,,
4.491,,-0.0006,-0.0003,0.015,,,,0.12,-1.26,0.11,0.0,-0.0066,-0.0027,0.0024,0.719,0.373,,0.196,,,,,,,
4.532,,0.0015,-0.0003,0.017,,,,0.13,-1.26,0.02,0.0,0.004,-0.0031,0.0006,0.718,0.37,,0.199,,,,,,,
4.583,,-0.0003,-0.0011,0.016,,,,0.13,-1.23,0.09,0.0,-0.0055,-0.007,0.0033,0.718,0.37,,0.199,,,,,,,
4.632,,0.0004,-0.0005,0.018,,,,0.13,-1.26,0.06,0.0,-0.0015,-0.0039,0.003,0.723,0.375,,0.199,,,,,,,
4.688,,-0.0005,-0.0009,0.016,,,,0.13,-1.24,0.1,0.0,-0.0062,-0.0058,0.0066,0.723,0.375,,0.199,,,,,,,
4.737,,0.0002,-0.001,0.016,,,,0.14,-1.23,0.08,0.0,-0.0032,-0.0066,0.0036,0.723,0.373,,0.202,,,,,,,
4.782,,-0.0006,-0.0003,0.016,,,,0.14,-1.26,0.11,0.0,-0.0073,-0.0032,0.0013,0.723,0.373,,0.202,,,,,,,
4.833,,0.0014,-0.0003,0.017,,,,0.14,-1.26,0.02,0.0,0.0042,-0.0028,0.0001,0.722,0.374,,0.198,,,,,,,
4.883,,-0.0006,-0.0003,0.014,,,,0.15,-1.25,0.11,0.0,-0.0061,-0.0037,0.0014,0.722,0.374,,0.198,,,,,,,
4.932,,0.0004,-0.0008,0.015,,,,0.15,-1.23,0.06,0.0,-0.0002,-0.0059,-0.0043,0.718,0.376,,0.198,,,,,,,
5.007,,0.0009,-0.0013,0.014,,,,0.15,-1.21,0.04,0.0,0.0021,-0.0084,-0.0051,0.718,0.376,,0.198,,,,,,,
5.036,,-0.0003,-0.0006,0.014,,,,0.15,-1.24,0.09,0.0,-0.0049,-0.0042,-0.0074,0.718,0.374,,0.199,,,,,,,
5.083,,-0.0001,-0.0011,0.017,,,,0.16,-1.22,0.09,0.0,-0.0035,-0.0072,-0.0081,0.718,0.374,,0.199,,,,,,,
5.133,,0.0001,-0.0009,0.016,,,,0.16,-1.23,0.08,0.0,-0.0022,-0.0064,-0.0011,0.723,0.372,,0.195,,,,,,,
5.184,,-0.0006,-0.0006,0.016,,,,0.16,-1.25,0.11,0.0,-0.0058,-0.0043,0.001,0.723,0.372,,0.195,,,,,,,
5.268,,0.0001,-0.0009,0.015,,,,0.16,-1.24,0.08,0.0,-0.0015,-0.0051,0.0021,0.724,0.374,,0.198,,,,,,,
5.312,,-0.0006,-0.0008,0.017,,,,0.17,-1.24,0.11,0.0,-0.0053,-0.0052,-0.0005,0.724,0.374,,0.198,,,,,,,
5.334,,-0.0006,-0.0006,0.016,,,,0.17,-1.25,0.11,0.0,-0.0057,-0.004,0.0022,0.721,0.374,,0.196,,,,,,,
5.382,,-0.0006,-0.0004,0.014,,,,0.17,-1.25,0.12,0.0,-0.0051,-0.0031,0.0015,0.721,0.374,,0.196,,,,,,,
5.433,,-0.0007,-0.0007,0.016,,,,0.18,-1.24,0.12,0.0,-0.0057,-0.0048,-0.0035,0.725,0.374,,0.195,,,,,,,
5.483,,-0.0007,-0.0005,0.015,,,,0.18,-1.25,0.12,0.0,-0.0053,-0.0033,-0.0018,0.725,0.374,,0.195,,,,,,,
5.561,,-0.0007,-0.0012,0.017,,,,0.18,-1.22,0.11,0.0,-0.005,-0.0074,-0.0028,0.718,0.373,,0.2,,,,,,,
5.593,,-0.0007,-0.0012,0.016,,,,0.18,-1.22,0.11,0.0,-0.0044,-0.0071,0.0012,0.718,0.373,,0.2,,,,,,,
5.632,,-0.0009,-0.0027,0.015,,,,0.18,-1.16,0.13,0.0,-0.0064,-0.0151,0.0011,0.721,0.375,,0.195,,,,,,,
5.683,,-0.0007,-0.0015,0.016,,,,0.19,-1.22,0.12,0.0,-0.0051,-0.0081,-0.0016,0.721,0.375,,0.195,,,,,,,
5.733,,0.0012,-0.0005,0.017,,,,0.19,-1.26,0.05,0.0,0.0045,-0.0031,-0.0004,0.723,0.374,,0.198,,,,,,,
5.782,,-0.0006,-0.0007,0.016,,,,0.19,-1.25,0.12,0.0,-0.006,-0.0042,0.0023,0.723,0.374,,0.198,,,,,,,
5.856,,-0.0006,-0.0012,0.016,,,,0.2,-1.23,0.11,0.0,-0.0049,-0.006,0.0017,0.723,0.374,,0.199,,,,,,,
5.899,,-0.0006,-0.0011,0.015,,,,0.2,-1.23,0.1,0.0,-0.0052,-0.0059,0.0009,0.723,0.374,,0.199,,,,,,,
5.932,,0.0012,-0.0006,0.016,,,,0.2,-1.26,0.04,0.0,0.0036,-0.0033,-0.0017,0.725,0.373,,0.199,,,,,,,
5.982,,-0.0007,-0.0008,0.016,,,,0.2,-1.24,0.12,0.0,-0.0068,-0.0041,-0.0009,0.725,0.373,,0.199,,,,,,,
6.033,,-0.0002,-0.001,0.016,,,,0.21,-1.23,0.09,0.0,-0.0029,-0.0045,-0.0006,0.719,0.374,,0.193,,,,,,,
6.083,,-0.0006,-0.0008,0.017,,,,0.21,-1.24,0.1,0.0,-0.0038,-0.0027,-0.0003,0.719,0.374,,0.193,,,,,,,
6.146,,-0.0007,-0.0013,0.017,,,,0.21,-1.22,0.11,0.0,-0.0032,-0.0046,0.0021,0.724,0.371,,0.195,,,,,,,
6.189,,0.0002,-0.0013,0.018,,,,0.21,-1.21,0.08,0.0,0.002,-0.0043,0.003,0.724,0.371,,0.195,,,,,,,
6.231,,0.0012,-0.0006,0.017,,,,0.22,-1.24,0.05,0.0,0.0079,0.0002,0.0053,0.72,0.373,,0.197,,,,,,,
6.282,,-0.0008,-0.0009,0.016,,,,0.22,-1.22,0.13,-0.0,-0.0026,-0.0017,0.0042,0.72,0.373,,0.197,,,,,,,
6.332,,-0.0002,-0.0022,0.017,,,,0.2,-1.13,0.07,-0.0,-0.0001,-0.0004,0.0006,0.718,0.373,,0.196,,,,,,,
6.382,,-0.0005,-0.0015,0.015,,,,0.19,-1.14,0.06,-0.0,-0.0024,0.0113,-0.0005,0.718,0.373,,0.196,,,,,,,
6.446,,-0.0006,-0.0008,0.014,,,,0.1,-1.13,0.02,-0.0,-0.0024,0.0209,-0.0021,0.724,0.376,,0.197,,,,,,,
6.497,,0.0024,0.0039,0.012,,,,0.06,-1.07,-0.09,-0.0,0.0125,0.0476,0.0031,0.724,0.376,,0.197,,,,,,,
6.553,,0.0024,0.0097,0.003,,,,-0.11,-0.1,-0.18,-0.0,0.0097,0.0686,0.0064,0.722,0.378,,0.166,,,,,,,
6.581,,0.0003,0.014,0.0,,,,-0.29,0.37,-0.57,-0.0,0.0019,0.0702,-0.005,0.722,0.378,,0.166,,,,,,,
6.632,,0.0091,0.0052,0.0,,,,-0.46,1.05,-0.8,-0.0,0.0502,0.0044,0.0191,0.71,0.409,,0.168,,,,,,,
6.682,,0.0064,0.0092,0.0,,,,-0.47,1.33,-0.11,-0.0,0.0289,0.0116,0.0568,0.71,0.409,,0.168,,,,,,,
6.749,,0.009,0.0096,0.012,entry,0.0064,0.0092,-0.54,1.12,0.59,-0.0,0.0324,-0.0002,0.0807,0.713,0.408,1.192,,,,,,,,
6.787,,0.0095,0.0072,0.029,,,,-0.66,0.9,0.79,-0.0,0.0217,-0.0192,0.1302,0.713,0.408,1.192,,,,,,,,
6.833,,0.0117,0.0039,0.043,,,,-0.72,0.88,0.96,-0.0,0.0176,-0.037,0.1738,0.702,0.418,,1.386,,,,,,,
6.882,,0.0208,0.0029,0.061,,,,-0.79,0.45,0.82,-0.0,0.0504,-0.0368,0.197,0.702,0.418,,1.386,,,,,,,
6.932,,0.0195,-0.0011,0.071,,,,-0.74,0.16,1.22,-0.0,0.0233,-0.0485,0.2242,0.697,0.421,,1.38,,,,,,,
6.981,,0.019,-0.0075,0.084,,,,-0.79,0.08,1.47,-0.0,0.0039,-0.068,0.2043,0.697,0.421,,1.38,,,,,,,
7.052,,0.0179,-0.013,0.09,,,,-0.86,-0.08,1.1,-0.0,-0.0121,-0.0778,0.1996,0.7,0.428,,1.386,,,,,,,
7.101,,0.0167,-0.0184,0.101,,,,-0.88,-0.42,0.75,-0.0,-0.0217,-0.0829,0.1724,0.7,0.428,,1.386,,,,,,,
7.144,,0.0125,-0.0225,0.109,,,,-0.86,-0.76,0.47,-0.0,-0.042,-0.0772,0.1568,0.697,,,1.375,,,,,,,
7.182,,0.01,-0.0271,0.118,,,,-0.86,-0.95,0.28,-0.0,-0.0469,-0.0742,0.1394,0.697,,,1.375,,,,,,,
7.232,,0.0059,-0.0302,0.117,,,,-0.88,-1.08,-0.14,-0.0,-0.0566,-0.0634,0.1297,0.697,,,1.375,,,,,,,
7.282,,0.0028,-0.0326,0.124,,,,-0.86,-1.19,-0.59,-0.0,-0.0546,-0.0512,0.0978,0.697,,,1.375,,,,,,,
7.351,,-0.0006,-0.035,0.123,,,,-0.81,-1.15,-0.83,-0.0,-0.0513,-0.0411,0.0915,0.699,,1.225,1.371,,,,,,,
7.423,,-0.0033,-0.037,0.126,,,,-0.83,-1.01,-1.12,-0.0,-0.0438,-0.0327,0.073,0.699,,1.225,1.371,,,,,,,
7.434,,-0.006,-0.0383,0.129,,,,-0.79,-0.92,-1.24,-0.0,-0.0367,-0.0238,0.0656,0.701,,1.239,1.367,,,,,,,
7.481,,-0.0079,-0.0397,0.131,,,,-0.75,-0.68,-1.1,-0.0,-0.0272,-0.0185,0.0651,0.701,,1.239,1.367,,,,,,,
7.532,,-0.0083,-0.041,0.134,,,,-0.76,-0.46,-0.96,-0.0,-0.015,-0.016,0.0587,0.705,,,1.36,,,,,,,
7.582,,-0.0089,-0.0415,0.136,,,,-0.73,-0.49,-0.74,-0.0,-0.0073,-0.011,0.0613,0.705,,,1.36,,,,,,,
7.649,,-0.0075,-0.0427,0.139,,,,-0.67,-0.49,-0.41,-0.0,0.0042,-0.0098,0.0607,0.707,,1.241,1.36,,,,,,,
7.687,,-0.007,-0.0443,0.142,,,,-0.66,-0.37,-0.1,-0.0,0.0073,-0.0111,0.0635,0.707,,1.241,1.36,,,,,,,
7.732,,-0.0057,-0.0454,0.148,,,,-0.68,-0.38,-0.04,-0.0,0.0114,-0.0101,0.0674,0.705,,,1.365,,,,,,,
7.782,,-0.0051,-0.0459,0.155,,,,-0.58,-0.38,0.07,-0.0,0.011,-0.0072,0.0769,0.705,,,1.365,,,,,,,
7.832,,-0.0016,-0.0469,0.158,,,,-0.54,-0.31,0.02,-0.0,0.0217,-0.0065,0.0876,0.704,,1.231,1.365,,,,,,,
7.881,,0.0004,-0.0466,0.164,,,,-0.46,-0.32,0.06,-0.0,0.0248,-0.0019,0.0835,0.704,,1.231,1.365,,,,,,,
7.947,,0.0013,-0.0468,0.168,,,,-0.42,-0.25,0.25,-0.0,0.0218,-0.0001,0.0884,0.7,,1.242,1.367,,,,,,,
7.984,,0.0028,-0.0459,0.172,,,,-0.43,-0.14,0.4,-0.0,0.0202,0.0044,0.0844,0.7,,1.242,1.367,,,,,,,
8.031,,0.0049,-0.0462,0.175,,,,-0.36,-0.01,0.38,-0.0,0.0208,0.0034,0.0835,0.701,,,1.36,,,,,,,
8.082,,0.0073,-0.0466,0.178,,,,-0.31,0.11,0.38,-0.0,0.0218,0.0012,0.0761,0.701,,,1.36,,,,,,,
8.131,,0.0085,-0.0464,0.183,,,,-0.25,0.07,0.39,-0.0,0.0193,0.0005,0.0723,0.699,,1.227,1.369,,,,,,,
8.181,,0.0089,-0.0462,0.186,,,,-0.24,0.09,0.52,-0.0,0.0137,0.0007,0.0731,0.699,,1.227,1.369,,,,,,,
8.246,,0.0092,-0.0479,0.188,,,,-0.23,0.2,0.52,-0.0,0.0081,-0.0057,0.0684,0.698,,,1.355,,,,,,,
8.284,,0.0098,-0.0475,0.195,,,,-0.26,0.16,0.21,-0.0,0.0058,-0.0053,0.0646,0.698,,,1.355,,,,,,,
8.331,ROTATION_SCAN,0.0142,-0.05,0.196,,,,-0.27,0.16,-0.07,-0.0,0.0168,-0.0128,0.0728,0.695,,,1.362,,,,,,,
8.381,ROTATION_SCAN,0.015,-0.0502,0.201,,,,-0.19,-0.02,0.05,15.0,0.0169,-0.012,0.0658,0.695,,,1.362,,,,,,,
8.432,ROTATION_SCAN,0.0163,-0.052,0.199,,,,-0.04,-0.09,0.04,15.0,0.0177,-0.0146,0.0655,0.697,,,1.363,,,,,,,
8.482,ROTATION_SCAN,0.0173,-0.0535,0.206,,,,0.17,-0.03,0.05,15.0,0.0175,-0.0161,0.0517,0.697,,,1.363,,,,,,,
8.564,ROTATION_SCAN,0.017,-0.0547,0.21,,,,0.49,-0.14,0.24,15.0,0.013,-0.0169,0.0568,0.694,,1.215,1.355,,,,,,,
8.583,ROTATION_SCAN,0.0229,-0.0563,0.217,,,,0.95,-0.32,0.43,15.0,0.0236,-0.0169,0.0605,0.694,,1.215,1.355,,,,,,,
8.631,ROTATION_SCAN,0.024,-0.0576,0.217,,,,1.5,-0.49,0.42,15.0,0.0197,-0.0148,0.0642,0.704,,1.217,1.357,,,,,,,
8.682,ROTATION_SCAN,0.0261,-0.0593,0.22,,,,2.16,-0.7,0.53,15.0,0.0187,-0.0124,0.0508,0.704,,1.217,1.357,,,,,,,
8.732,ROTATION_SCAN,0.0264,-0.0604,0.222,,,,2.88,-0.76,0.65,15.0,0.0122,-0.0078,0.046,0.708,,1.206,1.354,,,,,,,
8.782,ROTATION_SCAN,0.0289,-0.0625,0.225,,,,3.74,-0.76,0.82,15.0,0.0102,-0.006,0.0403,0.708,,1.206,1.354,,,,,,,
