time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
1.926,0.0712,-1.9802,0.011,0.0043,0.0054,0.0012
1.975,0.0718,-1.9811,0.011,0.0074,-0.0002,0.0015
2.025,0.0699,-1.9815,0.012,-0.0042,-0.0024,0.002
2.076,0.0713,-1.981,0.012,0.0038,0.0004,0.0008
2.126,0.0707,-1.9799,0.01,0.0004,0.0066,0.0012
2.175,0.0717,-1.9802,0.01,0.0056,0.0041,-0.0014
2.225,0.0707,-1.98,0.011,-0.0007,0.0054,-0.0008
2.276,0.0703,-1.9808,0.011,-0.0032,0.0012,0.0008
2.326,0.0707,-1.98,0.01,-0.0009,0.0058,0.0011
2.376,0.0711,-1.9801,0.01,0.0013,0.0053,0.0004
2.426,0.0711,-1.9793,0.011,0.0013,0.0098,0.0007
2.476,0.0717,-1.9802,0.011,0.005,0.0041,0.0022
2.526,0.0716,-1.98,0.011,0.0041,0.0055,0.0027
2.575,0.0715,-1.9793,0.011,0.0035,0.0087,0.0015
2.625,0.0707,-1.981,0.01,-0.001,-0.0013,0.002
2.675,0.0704,-1.9807,0.01,-0.0028,0.0002,-0.0031
2.726,0.0714,-1.98,0.01,0.0026,0.0044,-0.0023
2.775,0.0721,-1.9811,0.01,0.0063,-0.0005,-0.0011
2.825,0.0716,-1.9799,0.011,0.0035,0.0061,-0.001
2.875,0.0712,-1.9798,0.011,0.0004,0.006,0.0001
2.926,0.0716,-1.981,0.01,0.0025,-0.0001,-0.0
2.975,0.0712,-1.9818,0.01,0.0003,-0.0048,-0.0034
3.025,0.0708,-1.9808,0.009,-0.0023,0.0011,-0.0026
3.075,0.071,-1.9817,0.009,-0.001,-0.0039,-0.0017
3.126,0.0708,-1.9797,0.011,-0.0023,0.0071,-0.0014
3.176,0.0711,-1.9816,0.011,-0.0011,-0.002,0.0053
3.225,0.0703,-1.9812,0.012,-0.0051,0.0001,0.0056
3.275,0.0703,-1.9807,0.012,-0.0044,0.0024,0.0047
3.325,0.0707,-1.9799,0.011,-0.0024,0.0065,0.0053
3.376,0.0716,-1.9801,0.011,0.0024,0.006,0.0033
3.426,0.0708,-1.9808,0.012,-0.0022,0.0016,0.0036
3.475,0.0712,-1.9807,0.012,0.0009,0.0022,0.0037
3.525,0.0708,-1.9795,0.011,-0.0005,0.0083,0.0045
3.575,0.0707,-1.9793,0.011,-0.0018,0.0074,-0.0003
3.626,0.0711,-1.9727,0.011,-0.0001,0.0376,-0.0004
3.674,0.0711,-1.9729,0.011,-0.0007,0.0308,-0.0016
3.726,0.0709,-1.9735,0.011,-0.0018,0.0229,-0.0009
3.775,0.0713,-1.9745,0.011,0.0021,0.0139,-0.0007
3.826,0.0715,-1.9724,0.012,0.004,0.0217,-0.0004
3.874,0.0712,-1.9742,0.012,0.002,0.0091,0.0037
3.924,0.0706,-1.9737,0.009,-0.0004,0.0094,0.005
3.975,0.0708,-1.9725,0.009,0.0017,0.0136,-0.004
4.024,0.0717,-1.9733,0.013,0.0073,0.0069,-0.0034
4.075,0.0715,-1.9744,0.013,0.0053,-0.0011,0.0017
4.126,0.0711,-1.9742,0.009,0.0007,-0.0051,0.0018
4.175,0.071,-1.974,0.009,-0.0003,-0.0076,-0.0055
4.225,0.0706,-1.9764,0.01,-0.0032,-0.0221,-0.0061
4.275,0.0694,-1.9804,0.01,-0.0082,-0.0413,-0.0069
4.325,0.0698,-1.9839,0.007,-0.0049,-0.0554,-0.0071
4.375,0.0692,-1.9884,0.007,-0.0061,-0.0698,-0.0144
4.425,0.0647,-2.0007,0.007,-0.0276,-0.1187,-0.0174
4.475,0.0624,-2.0091,0.007,-0.0337,-0.1376,-0.013
4.525,0.0581,-2.0174,0.0,-0.0487,-0.1517,-0.0067
4.575,0.0568,-2.0274,0.0,-0.044,-0.1668,-0.0123
4.625,0.0582,-2.0347,0.0,-0.0231,-0.1505,-0.0166
4.675,0.0644,-2.0339,0.0,0.0188,-0.0862,-0.02
4.724,0.0732,-2.0146,0.0,0.0674,0.0679,-0.0495
4.774,0.0868,-1.9995,0.0,0.1269,0.1733,-0.029
4.825,0.0885,-1.9641,0.0,0.1146,0.3425,-0.0537
4.874,0.0966,-1.9339,0.0,0.112,0.4332,0.0145
4.925,0.1103,-1.9051,0.007,0.1238,0.4786,0.0203
4.974,0.1111,-1.8803,0.007,0.0838,0.4472,0.0762
5.025,0.1116,-1.8738,0.015,0.0484,0.3115,0.0827
5.074,0.1019,-1.8763,0.015,-0.0338,0.155,0.0502
5.125,0.0899,-1.8864,0.018,-0.1089,-0.0058,0.0495
5.175,0.0604,-1.9239,0.018,-0.2553,-0.2417,0.0368
5.224,0.0361,-1.9569,0.031,-0.335,-0.4005,0.0208
5.275,0.0133,-1.992,0.031,-0.3576,-0.4974,0.1377
5.324,-0.003,-2.0119,0.055,-0.3217,-0.4659,0.1828
5.374,-0.0163,-2.042,0.055,-0.2579,-0.4561,0.1996
5.424,-0.0207,-2.0635,0.07,-0.157,-0.3958,0.1622
5.475,-0.0198,-2.0713,0.07,-0.0428,-0.2667,0.1703
5.525,-0.011,-2.0716,0.073,0.0758,-0.1257,0.1449
5.574,0.0004,-2.0632,0.073,0.1751,0.022,0.113
5.625,0.0157,-2.0489,0.076,0.2585,0.1614,0.1271
5.676,0.0339,-2.0318,0.076,0.3153,0.2667,0.1192
5.726,0.0527,-2.0073,0.083,0.3459,0.3614,0.1312
5.774,0.0672,-1.9873,0.083,0.3308,0.3923,0.1403
5.824,0.0814,-1.9676,0.103,0.2983,0.3887,0.1612
5.874,0.0941,-1.9518,0.103,0.2568,0.348,0.1652
5.924,0.1033,-1.9383,0.118,0.1986,0.2888,0.173
5.974,0.1109,-1.9266,0.118,0.1444,0.2278,0.1524
6.025,0.1149,-1.9195,0.131,0.0845,0.1524,0.1508
6.075,0.117,-1.9158,0.131,0.0316,0.0793,0.1374
6.124,0.1161,-1.9153,0.141,-0.019,0.0112,0.1321
6.175,0.1108,-1.9174,0.141,-0.0726,-0.0458,0.1206
6.225,0.1039,-1.9247,0.148,-0.112,-0.1054,0.1214
6.274,0.0977,-1.9325,0.148,-0.1332,-0.1479,0.1075
6.325,0.0917,-1.9414,0.163,-0.1397,-0.1745,0.1185
6.375,0.0841,-1.9508,0.163,-0.1423,-0.1851,0.1215
6.425,0.0784,-1.9611,0.173,-0.13,-0.1886,0.1188
6.474,0.0735,-1.971,0.173,-0.1117,-0.1808,0.1116
6.524,0.0686,-1.9806,0.188,-0.092,-0.1654,0.1102
6.574,0.0666,-1.988,0.188,-0.0639,-0.1401,0.1136
6.625,0.066,-1.9927,0.195,-0.0356,-0.1065,0.1039
6.674,0.0658,-1.9963,0.195,-0.0118,-0.0741,0.0886
6.724,0.0669,-1.9981,0.206,0.0097,-0.0413,0.0856
6.774,0.0705,-1.9977,0.206,0.0318,-0.009,0.0829
6.823,0.0757,-1.9971,0.214,0.0511,0.0159,0.0757
6.873,0.0807,-1.9942,0.214,0.0625,0.0407,0.0702
6.925,0.0864,-1.9903,0.22,0.0694,0.0605,0.0659
6.974,0.0888,-1.9849,0.22,0.061,0.0773,0.0563
7.024,0.0926,-1.9783,0.221,0.0534,0.0903,0.0552
7.074,0.0962,-1.9723,0.221,0.0443,0.0956,0.0393
7.124,0.0966,-1.9654,0.225,0.0259,0.0973,0.0441
7.174,0.0984,-1.9596,0.225,0.0126,0.0919,0.035
7.224,0.0989,-1.9555,0.23,-0.0018,0.0779,0.0287
7.273,0.0981,-1.9512,0.23,-0.018,0.0618,0.0338
7.323,0.097,-1.9488,0.233,-0.0315,0.0412,0.0279
7.374,0.0953,-1.9485,0.233,-0.0428,0.0167,0.023
7.424,0.0917,-1.9469,0.237,-0.0557,-0.0003,0.022
7.474,0.0879,-1.9489,0.237,-0.0651,-0.0223,0.0244
7.523,0.0858,-1.9496,0.237,-0.0657,-0.0357,0.0239
7.574,0.0818,-1.9519,0.237,-0.068,-0.048,0.0153
7.624,0.0801,-1.9561,0.24,-0.0615,-0.0605,0.0139
7.674,0.079,-1.9592,0.24,-0.0512,-0.0657,0.0155
7.723,0.0793,-1.9636,0.238,-0.0378,-0.0694,0.0128
7.774,0.0775,-1.9654,0.238,-0.0309,-0.0632,0.0034
7.823,0.0774,-1.9697,0.238,-0.0204,-0.061,0.0095
7.874,0.0772,-1.972,0.238,-0.0122,-0.0527,0.0042
7.924,0.0791,-1.9754,0.237,-0.0011,-0.047,0.0038
7.974,0.0814,-1.976,0.237,0.0088,-0.034,0.0021
8.024,0.0847,-1.9762,0.241,0.0176,-0.0217,0.0018
8.073,0.0873,-1.975,0.241,0.0219,-0.0074,0.0096
8.123,0.0874,-1.9718,0.242,0.018,0.0092,0.0094
8.174,0.0906,-1.9701,0.242,0.0195,0.019,0.0083
8.224,0.0923,-1.9686,0.242,0.0166,0.0239,0.0059
8.273,0.0911,-1.9651,0.242,0.0054,0.0305,0.0011
8.324,0.0909,-1.9621,0.243,-0.0037,0.0317,-0.0023
8.374,0.0911,-1.9591,0.243,-0.0114,0.0298,-0.0023
8.424,0.0908,-1.9563,0.239,-0.0189,0.0244,-0.0062
8.473,0.0894,-1.9547,0.239,-0.0276,0.0157,-0.0149
8.523,0.0854,-1.9533,0.239,-0.0402,0.0063,-0.0125
8.573,0.0812,-1.9531,0.239,-0.0498,-0.0043,-0.0114
8.623,0.0778,-1.952,0.236,-0.0531,-0.0106,-0.0091
8.673,0.0754,-1.9539,0.236,-0.0514,-0.023,-0.0147
8.724,0.0726,-1.9533,0.235,-0.0481,-0.0262,-0.0093
8.774,0.0733,-1.9559,0.235,-0.0353,-0.0354,-0.0101
8.824,0.0731,-1.9612,0.231,-0.024,-0.0488,-0.0128
8.873,0.0748,-1.9632,0.231,-0.008,-0.0514,-0.0163
8.924,0.0756,-1.9682,0.232,0.0042,-0.0588,-0.0169
8.973,0.0774,-1.9692,0.232,0.0166,-0.0535,-0.0079
9.024,0.0788,-1.9731,0.232,0.0243,-0.0544,-0.0088
9.073,0.0841,-1.9764,0.232,0.0387,-0.0527,-0.0058
9.123,0.0878,-1.9783,0.233,0.0445,-0.0468,-0.0065
9.173,0.0905,-1.9799,0.233,0.0443,-0.0405,-0.0019
9.222,0.0961,-1.9833,0.23,0.0495,-0.0388,-0.0065
9.274,0.098,-1.9838,0.23,0.0431,-0.0291,-0.0062
9.323,0.0975,-1.9838,0.228,0.0297,-0.017,-0.0015
9.374,0.0986,-1.9832,0.228,0.0215,-0.0043,-0.0062
9.423,0.0999,-1.9805,0.234,0.0154,0.0116,-0.0076
9.473,0.0989,-1.9778,0.234,0.0048,0.0249,0.0123
9.523,0.0956,-1.9726,0.23,-0.0092,0.0406,0.0032
9.573,0.0938,-1.9694,0.23,-0.0153,0.0468,-0.0089
9.623,0.0939,-1.9673,0.227,-0.0136,0.0461,-0.0043
9.673,0.0909,-1.9624,0.227,-0.0175,0.0486,-0.0133
9.723,0.0891,-1.9588,0.229,-0.0166,0.0447,-0.0115
9.774,0.0882,-1.9578,0.229,-0.0108,0.032,-0.0034
9.823,0.0878,-1.9554,0.23,-0.0039,0.0233,-0.008
9.874,0.0874,-1.9536,0.23,0.0046,0.0136,-0.0015
9.924,0.0893,-1.9548,0.227,0.0188,-0.0022,-0.0055
9.973,0.0921,-1.9562,0.227,0.0352,-0.0162,-0.011
10.023,0.0963,-1.9571,0.228,0.0532,-0.0251,-0.014
10.073,0.1017,-1.9584,0.228,0.0711,-0.0308,-0.0079
10.122,0.1049,-1.9577,0.224,0.0796,-0.0295,-0.0126
10.173,0.1135,-1.9608,0.224,0.0979,-0.0358,-0.0179
10.223,0.1186,-1.9614,0.226,0.102,-0.0337,-0.0125
10.274,0.1231,-1.9617,0.226,0.1004,-0.0301,-0.007
10.322,0.1298,-1.9648,0.225,0.1005,-0.0332,-0.0048
10.374,0.1345,-1.965,0.225,0.0938,-0.0285,-0.0061
10.422,0.1392,-1.9655,0.225,0.0872,-0.0258,-0.0062
10.473,0.1442,-1.9669,0.225,0.0819,-0.026,-0.0065
10.523,0.1466,-1.9674,0.225,0.0708,-0.0235,-0.0061
10.573,0.1518,-1.9692,0.225,0.0701,-0.0253,-0.0073
10.622,0.1566,-1.9704,0.224,0.0689,-0.0251,-0.0035
10.673,0.1599,-1.9714,0.224,0.0651,-0.0243,-0.0084
10.722,0.1643,-1.973,0.223,0.0659,-0.0251,-0.0097
10.773,0.1666,-1.9737,0.223,0.0614,-0.0225,-0.0121
10.823,0.1681,-1.9749,0.216,0.0557,-0.0214,-0.0133
10.873,0.1705,-1.975,0.216,0.0536,-0.0161,-0.0284
10.923,0.1732,-1.9758,0.215,0.0546,-0.0132,-0.0192
10.972,0.176,-1.9769,0.215,0.0569,-0.0123,-0.017
11.023,0.1796,-1.9754,0.214,0.0628,-0.0046,-0.0169
11.074,0.1809,-1.9746,0.214,0.0618,-0.0009,-0.0139
11.123,0.1838,-1.9753,0.212,0.0648,-0.0025,-0.0118
11.173,0.185,-1.9741,0.212,0.0633,0.0001,-0.0128
11.222,0.1885,-1.9732,0.211,0.0691,0.0019,-0.0099
11.273,0.1915,-1.974,0.211,0.0737,-0.0017,-0.0071
11.323,0.1957,-1.9738,0.21,0.0826,-0.0022,-0.0076
11.372,0.1992,-1.975,0.21,0.0891,-0.0067,-0.0068
11.422,0.2034,-1.9756,0.213,0.0982,-0.0079,-0.0003
11.473,0.207,-1.976,0.213,0.1046,-0.0078,0.0064
11.522,0.2121,-1.9766,0.217,0.115,-0.0077,0.0039
11.573,0.2184,-1.9768,0.217,0.1271,-0.0048,0.0109
11.622,0.2251,-1.9757,0.228,0.1391,0.001,0.014
11.673,0.2323,-1.9758,0.228,0.1491,0.0023,0.0321
11.722,0.2391,-1.9754,0.229,0.1557,0.0045,0.0175
11.773,0.2475,-1.9748,0.229,0.1655,0.0065,0.016
11.822,0.255,-1.9737,0.265,0.1696,0.0093,0.0045
11.873,0.2651,-1.973,0.265,0.1787,0.0106,0.0808
11.923,0.2734,-1.9728,0.288,0.1795,0.0081,0.0303
11.973,0.2854,-1.9729,0.288,0.1897,0.0054,0.0786
12.022,0.2954,-1.9726,0.263,0.1927,0.0025,0.0008
12.072,0.3063,-1.9711,0.263,0.197,0.0031,-0.0742
12.123,0.3159,-1.9709,0.227,0.1951,-0.0012,-0.076
12.173,0.324,-1.9709,0.227,0.1868,-0.005,-0.1532
12.223,0.3333,-1.9724,0.2,0.181,-0.0111,-0.1095
12.272,0.3412,-1.9736,0.2,0.1725,-0.0147,-0.1475
12.322,0.3504,-1.9753,0.187,0.1685,-0.0176,-0.0974
12.372,0.3596,-1.977,0.187,0.1658,-0.0182,-0.0955
12.423,0.3669,-1.9784,0.182,0.1608,-0.0177,-0.0623
12.472,0.3754,-1.9797,0.182,0.1641,-0.016,-0.0346
12.523,0.3828,-1.9812,0.179,0.1665,-0.0146,-0.0126
12.572,0.3918,-1.9822,0.179,0.1738,-0.013,0.001
12.625,0.4045,-1.9827,0.182,0.1917,-0.0108,0.0039
12.672,0.4164,-1.9832,0.182,0.2013,-0.0054,0.0116
12.723,0.4271,-1.984,0.184,0.2056,-0.0014,0.0251
12.773,0.4388,-1.984,0.184,0.2119,0.0035,0.0287
12.824,0.4508,-1.9838,0.184,0.2129,0.0054,0.0215
12.872,0.4638,-1.983,0.184,0.2152,0.0082,0.0181
12.924,0.4752,-1.983,0.189,0.2108,0.0082,0.0299
12.973,0.4859,-1.9832,0.189,0.2055,0.007,0.0321
13.024,0.4965,-1.9835,0.189,0.1997,0.005,0.0281
13.073,0.5069,-1.984,0.189,0.1921,0.0039,0.0201
13.123,0.5177,-1.984,0.194,0.1874,0.0054,0.0176
13.172,0.5285,-1.9844,0.194,0.1833,0.0067,0.0202
13.222,0.5372,-1.984,0.191,0.1696,0.0131,0.0099
13.272,0.5452,-1.984,0.191,0.1556,0.0188,0.003
13.322,0.5526,-1.9829,0.19,0.1457,0.0259,0.0141
13.371,0.5593,-1.9819,0.19,0.1377,0.0316,0.0104
13.423,0.566,-1.9804,0.191,0.1351,0.0364,0.0153
13.472,0.573,-1.9775,0.191,0.1364,0.0438,0.0102
13.521,0.5788,-1.976,0.197,0.134,0.0434,0.0093
13.571,0.5859,-1.9727,0.197,0.1377,0.0469,0.0261
13.622,0.5917,-1.9709,0.2,0.1389,0.0438,0.0233
13.671,0.5987,-1.9678,0.2,0.1454,0.0446,0.0239
13.721,0.606,-1.9658,0.202,0.1534,0.0393,0.0192
13.771,0.6132,-1.9638,0.202,0.162,0.033,0.0192
13.822,0.6207,-1.9618,0.204,0.1724,0.0276,0.0229
13.871,0.6288,-1.9602,0.204,0.1843,0.0213,0.0185
13.922,0.638,-1.9583,0.206,0.198,0.0174,0.0137
13.972,0.6492,-1.9574,0.206,0.2162,0.0098,0.0134
14.021,0.6605,-1.957,0.205,0.2304,0.0015,0.0075
14.072,0.6718,-1.9576,0.205,0.2399,-0.0097,-0.0031
14.121,0.6833,-1.9574,0.204,0.2468,-0.0158,0.0023
14.171,0.6956,-1.9584,0.204,0.2537,-0.024,0.0007
14.222,0.7095,-1.9593,0.202,0.2636,-0.0309,-0.0021
14.272,0.7218,-1.9598,0.202,0.2653,-0.0337,-0.0045
14.322,0.7339,-1.9616,0.201,0.2642,-0.0387,-0.0001
14.372,0.7459,-1.9629,0.201,0.2607,-0.0389,-0.0004
14.422,0.7576,-1.9634,0.205,0.2554,-0.0353,-0.0027
14.471,0.771,-1.9647,0.205,0.2552,-0.034,0.007
14.521,0.782,-1.9654,0.205,0.2473,-0.0309,0.0049
14.571,0.7928,-1.9662,0.205,0.2395,-0.0279,0.001
14.622,0.8041,-1.9675,0.204,0.2347,-0.0266,0.004
14.671,0.8155,-1.9674,0.204,0.232,-0.0215,-0.0001
14.721,0.8255,-1.9682,0.206,0.2254,-0.0194,0.0026
14.771,0.8373,-1.9685,0.206,0.2262,-0.0171,0.0057
14.822,0.8474,-1.9691,0.204,0.2224,-0.0171,-0.0008
14.872,0.8571,-1.9691,0.204,0.2187,-0.0152,-0.0027
14.922,0.867,-1.9697,0.204,0.2163,-0.0156,0.0026
14.971,0.8781,-1.9697,0.204,0.2186,-0.0147,-0.0017
15.022,0.89,-1.9698,0.203,0.223,-0.0146,0.0002
15.071,0.9001,-1.9709,0.203,0.2213,-0.0175,-0.0025
15.122,0.9106,-1.9715,0.206,0.2206,-0.019,-0.0044
15.172,0.9211,-1.9724,0.206,0.2199,-0.0205,0.0052
15.221,0.9314,-1.973,0.2,0.2179,-0.0205,0.0024
15.272,0.9418,-1.974,0.2,0.2166,-0.0209,-0.0103
15.321,0.9525,-1.9745,0.202,0.2167,-0.0195,-0.0062
15.372,0.9628,-1.9758,0.202,0.2159,-0.0198,0.0003
15.422,0.9726,-1.9769,0.202,0.2141,-0.0202,-0.0031
15.471,0.9827,-1.977,0.202,0.2135,-0.0167,-0.0018
15.521,0.9931,-1.9774,0.204,0.2143,-0.0147,-0.0035
15.572,1.0052,-1.978,0.204,0.2208,-0.0133,0.0011
15.622,1.0156,-1.9792,0.201,0.2207,-0.0132,-0.0027
15.671,1.0268,-1.9796,0.201,0.2231,-0.011,-0.0089
15.721,1.0381,-1.9796,0.202,0.2242,-0.0075,-0.0043
15.771,1.0499,-1.9802,0.202,0.2258,-0.0055,-0.001
15.821,1.0633,-1.9803,0.203,0.2307,-0.003,-0.0025
15.871,1.075,-1.9807,0.203,0.2279,-0.002,0.0023
15.921,1.0868,-1.9808,0.201,0.2243,-0.001,0.0007
15.971,1.0982,-1.9805,0.201,0.2178,0.0002,-0.0049
16.021,1.1096,-1.9804,0.206,0.2106,-0.0004,-0.0014
16.071,1.1203,-1.9805,0.206,0.2016,-0.0014,0.0097
16.121,1.1319,-1.9806,0.202,0.1954,-0.0025,0.0026
16.171,1.1417,-1.9808,0.202,0.1852,-0.0033,-0.0067
16.221,1.1506,-1.981,0.202,0.1738,-0.003,-0.0027
16.272,1.1587,-1.9812,0.202,0.1615,-0.0024,-0.0017
16.321,1.1671,-1.9815,0.201,0.1528,-0.0013,-0.005
16.372,1.1761,-1.9817,0.201,0.1489,0.0001,-0.0052
16.422,1.1835,-1.9822,0.202,0.1422,0.0015,-0.0079
16.47,1.1907,-1.982,0.202,0.1376,0.004,-0.0019
16.521,1.197,-1.9823,0.203,0.1314,0.0054,-0.0006
16.571,1.2041,-1.9825,0.203,0.1296,0.0061,-0.0001
16.622,1.2112,-1.9824,0.205,0.1287,0.0064,0.0008
16.671,1.2187,-1.9816,0.205,0.1301,0.0083,0.0071
16.721,1.2259,-1.9817,0.199,0.1301,0.007,0.0028
16.771,1.2323,-1.981,0.199,0.128,0.0083,-0.0095
16.821,1.2385,-1.9806,0.2,0.1254,0.008,-0.0038
16.87,1.2453,-1.9805,0.2,0.1255,0.0068,-0.0018
16.92,1.2526,-1.9801,0.198,0.1272,0.0066,-0.0031
16.97,1.2599,-1.9796,0.198,0.1293,0.0068,-0.0054
17.02,1.2661,-1.9794,0.199,0.1264,0.0057,-0.0024
17.071,1.2719,-1.9793,0.199,0.1219,0.004,0.0021
17.122,1.2779,-1.9788,0.201,0.1178,0.004,-0.0001
17.171,1.2845,-1.9793,0.201,0.1163,0.001,0.0072
17.221,1.2902,-1.9794,0.202,0.1119,-0.0004,0.006
17.271,1.2951,-1.9792,0.202,0.106,-0.0015,0.007
17.321,1.3012,-1.9793,0.2,0.1046,-0.0032,0.0075
17.371,1.306,-1.9796,0.2,0.0992,-0.006,0.0026
17.421,1.3116,-1.9792,0.202,0.098,-0.0056,0.0006
17.47,1.317,-1.9793,0.202,0.097,-0.0063,0.0064
17.521,1.323,-1.9796,0.2,0.0983,-0.0067,0.0033
17.571,1.3278,-1.9803,0.2,0.0968,-0.0074,-0.0035
17.621,1.3328,-1.9801,0.204,0.0963,-0.0042,0.0071
17.671,1.3385,-1.9801,0.204,0.098,-0.0016,0.0094
17.72,1.344,-1.9803,0.204,0.0984,-0.0006,0.0074
17.771,1.3493,-1.9796,0.204,0.0974,0.0024,0.0055
17.821,1.3543,-1.979,0.199,0.0953,0.0046,0.003
17.872,1.3595,-1.9789,0.199,0.094,0.0048,-0.0091
17.921,1.3647,-1.9785,0.2,0.0923,0.0064,-0.0042
17.971,1.369,-1.9781,0.2,0.0881,0.0075,-0.0034
18.021,1.3745,-1.9771,0.201,0.0878,0.0104,-0.0058
18.071,1.3795,-1.9764,0.201,0.0859,0.0115,0.0002
18.121,1.3836,-1.9752,0.197,0.0797,0.0136,-0.0019
18.171,1.3887,-1.9738,0.197,0.077,0.0147,-0.009
18.22,1.3926,-1.9724,0.202,0.0699,0.0149,-0.0084
18.271,1.3984,-1.9716,0.202,0.0701,0.012,0.0081
18.321,1.4014,-1.9704,0.2,0.0613,0.0105,-0.0007
18.371,1.4058,-1.9697,0.2,0.0579,0.0074,-0.0043
18.422,1.4093,-1.9687,0.201,0.0524,0.0044,0.0009
18.471,1.4123,-1.969,0.201,0.0457,-0.0018,0.0022
18.52,1.4145,-1.9685,0.201,0.0382,-0.0051,-0.0035
18.571,1.4174,-1.9692,0.201,0.0347,-0.0109,-0.0013
18.621,1.4197,-1.9697,0.2,0.0309,-0.0141,0.0059
18.671,1.4218,-1.9704,0.2,0.0274,-0.0166,-0.0021
18.72,1.4243,-1.9719,0.2,0.0266,-0.0209,-0.0011
18.771,1.4267,-1.9736,0.2,0.0266,-0.0241,-0.0005
18.821,1.4282,-1.9749,0.202,0.0242,-0.0255,0.0009
18.87,1.43,-1.977,0.202,0.0226,-0.028,0.0047
18.92,1.4324,-1.9785,0.199,0.023,-0.028,0.0037
18.97,1.4344,-1.98,0.199,0.022,-0.0279,-0.0058
19.02,1.4358,-1.9818,0.199,0.0193,-0.0277,-0.002
19.071,1.4373,-1.9827,0.199,0.0169,-0.0243,-0.0012
19.12,1.4383,-1.9838,0.2,0.0133,-0.0207,0.0011
19.171,1.4395,-1.9842,0.2,0.0109,-0.0151,0.0048
19.221,1.4402,-1.9856,0.2,0.0075,-0.0127,0.0057
19.27,1.4415,-1.9851,0.2,0.0068,-0.0052,0.0046
19.321,1.4419,-1.9844,0.2,0.0043,0.0018,0.0066
19.371,1.4413,-1.9827,0.2,-0.0002,0.0102,0.0046
19.42,1.4418,-1.9802,0.2,-0.0007,0.0187,0.0056
19.47,1.4423,-1.9778,0.2,-0.0005,0.0244,0.0046
19.52,1.443,-1.9758,0.2,0.0006,0.027,0.0013
19.57,1.4434,-1.9741,0.2,0.0012,0.0261,0.0002
19.62,1.4448,-1.9731,0.198,0.0039,0.0213,0.0058
19.67,1.4455,-1.9717,0.198,0.0045,0.0165,-0.0021
19.72,1.4467,-1.9716,0.201,0.0052,0.0082,0.0031
19.77,1.4476,-1.972,0.201,0.006,0.0001,0.0102
19.821,1.4482,-1.9732,0.201,0.0042,-0.0089,0.0052
19.87,1.4494,-1.9752,0.201,0.004,-0.0179,0.0045
19.92,1.4506,-1.9773,0.203,0.0042,-0.0246,0.0062
19.97,1.4524,-1.98,0.203,0.005,-0.0299,0.0074
20.021,1.4522,-1.9828,0.199,0.0004,-0.0337,0.0055
20.07,1.4529,-1.9846,0.199,-0.0018,-0.0319,-0.0054
