time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
5.162,0.0002,0.0009,0.017,0.0027,0.0002,-0.004
5.214,-0.0001,0.0003,0.016,0.0013,0.0,-0.0004
5.262,-0.0001,0.0003,0.016,0.0013,0.0002,-0.0001
5.312,-0.0001,0.0004,0.015,0.0011,-0.0001,0.0
5.363,-0.0001,0.0004,0.018,0.0011,0.0002,-0.0012
5.414,-0.0,0.0004,0.017,0.0013,0.0002,0.0046
5.462,0.0,0.0004,0.016,0.0011,0.0037,0.0051
5.513,0.0004,0.0011,0.018,0.0008,0.0003,0.0028
5.562,-0.0,0.0004,0.018,0.0014,0.0035,0.0059
5.613,0.0003,0.001,0.017,0.0027,0.0035,0.0071
5.662,-0.0,0.0003,0.015,0.0028,0.0005,0.0049
5.712,0.0,0.0013,0.017,0.002,0.0001,-0.0016
5.762,0.0,0.0004,0.019,0.0031,0.0003,-0.0007
5.812,0.0003,0.0006,0.017,0.0047,0.0018,0.0049
5.862,0.0,0.0003,0.017,0.0035,0.0006,0.0022
5.911,0.0003,0.0009,0.017,0.0069,0.0028,0.0004
5.962,0.0003,0.0003,0.017,0.0063,0.0006,0.0
6.012,0.0005,0.0007,0.015,0.0052,0.0011,-0.0006
6.062,0.0005,0.0007,0.017,0.0049,0.0037,-0.0047
6.113,0.0004,0.0009,0.019,0.0068,0.0036,-0.0017
6.161,0.0002,0.0007,0.017,0.005,0.0007,0.0037
6.213,0.0,0.0003,0.017,0.0043,0.0007,0.0031
6.261,0.0001,0.0009,0.017,0.0038,0.0012,0.0024
6.312,0.0003,0.0003,0.016,0.003,0.0013,0.0016
6.363,0.0003,0.0004,0.017,0.0043,0.0015,-0.001
6.414,0.0004,0.001,0.015,0.0044,0.0012,0.0001
6.461,0.0001,0.0007,0.017,0.0017,-0.0013,-0.0027
6.514,-0.0002,0.0007,0.016,-0.0025,-0.0069,-0.0
6.563,-0.0004,-0.0027,0.017,-0.0012,-0.0245,-0.0007
6.614,0.001,-0.0081,0.017,0.0041,-0.0496,-0.0005
6.661,-0.0001,-0.0184,0.015,-0.0053,-0.0976,-0.0011
6.713,-0.0008,-0.0314,0.011,-0.0058,-0.1388,-0.0019
6.761,0.0005,-0.0413,0.009,0.0018,-0.1608,-0.0148
6.811,0.0008,-0.052,0.002,0.0033,-0.1765,0.0017
6.862,0.0006,-0.058,0.0,0.0016,-0.1495,-0.0238
6.911,0.0002,-0.0524,0.001,-0.0024,-0.0288,-0.0365
6.961,-0.0011,-0.0243,0.0,-0.0084,0.1566,-0.0528
7.013,-0.0013,0.0191,0.0,-0.0071,0.3635,-0.0786
7.063,-0.0048,0.0597,0.003,-0.03,0.5093,-0.0255
7.112,-0.0099,0.096,0.015,-0.0498,0.5674,0.0482
7.162,-0.0129,0.1197,0.022,-0.0565,0.4902,0.097
7.213,-0.0149,0.1235,0.027,-0.0495,0.3312,0.0837
7.263,-0.0152,0.1145,0.023,-0.0307,0.0976,0.036
7.323,-0.0122,0.0686,0.02,-0.0012,-0.2188,-0.0349
7.361,-0.0095,0.0265,0.021,0.0295,-0.5205,-0.0708
7.413,-0.0058,-0.0162,0.032,0.0472,-0.6153,0.1032
7.461,-0.0018,-0.0552,0.041,0.0596,-0.6698,0.1099
7.512,0.0036,-0.0988,0.049,0.0741,-0.6856,0.1182
7.562,0.0085,-0.1365,0.056,0.0777,-0.6098,0.1938
7.612,0.0139,-0.1544,0.066,0.0807,-0.4627,0.1741
7.661,0.0168,-0.1595,0.064,0.0732,-0.2408,0.1503
7.712,0.0193,-0.1373,0.062,0.0535,0.0189,0.0988
7.762,0.0199,-0.1089,0.059,0.0276,0.2756,0.0719
7.812,0.0187,-0.0679,0.052,0.0001,0.5023,0.0756
7.865,0.0171,-0.0224,0.058,-0.0291,0.692,0.0642
7.913,0.0125,0.0277,0.066,-0.0545,0.7733,0.1343
7.961,0.0096,0.0678,0.08,-0.0687,0.7687,0.183
8.012,0.0048,0.1066,0.102,-0.0733,0.6776,0.227
8.061,0.0009,0.1303,0.1,-0.0695,0.5243,0.26
8.114,-0.0009,0.134,0.103,-0.0607,0.3299,0.1792
8.162,-0.0027,0.1299,0.106,-0.051,0.1206,0.1486
8.212,-0.0035,0.1132,0.111,-0.0341,-0.084,0.1282
8.263,-0.0046,0.0956,0.114,-0.0213,-0.2468,0.1233
8.312,-0.0053,0.0734,0.122,-0.011,-0.3685,0.1233
8.361,-0.0054,0.047,0.126,-0.0007,-0.4475,0.1339
8.414,-0.0055,0.0191,0.137,0.0081,-0.4962,0.1312
8.478,-0.0048,-0.0036,0.145,0.0181,-0.4879,0.1456
8.513,-0.0034,-0.027,0.154,0.0254,-0.4484,0.1465
8.561,-0.0016,-0.0494,0.161,0.0295,-0.3862,0.148
8.618,0.0003,-0.0646,0.169,0.03,-0.3075,0.138
8.662,0.0017,-0.0757,0.175,0.028,-0.2211,0.1323
8.716,0.0031,-0.0817,0.178,0.0276,-0.134,0.1201
8.763,0.0051,-0.0848,0.174,0.0251,-0.0487,0.1017
8.822,0.0065,-0.0815,0.174,0.0231,0.0354,0.0728
8.868,0.0071,-0.0756,0.18,0.0156,0.1084,0.0638
8.915,0.0074,-0.0656,0.183,0.0093,0.1706,0.0718
8.966,0.0075,-0.0541,0.186,0.0028,0.2231,0.0716
9.013,0.0071,-0.0412,0.19,-0.0041,0.2502,0.0706
9.061,0.0066,-0.0277,0.197,-0.011,0.2589,0.0757
9.114,0.006,-0.0129,0.197,-0.0154,0.2525,0.0846
9.163,0.0057,-0.0002,0.201,-0.0192,0.2345,0.0738
9.213,0.004,0.0102,0.208,-0.0207,0.2051,0.071
9.261,0.0035,0.0189,0.213,-0.0212,0.1728,0.079
9.311,0.0028,0.0258,0.216,-0.0196,0.1342,0.0744
9.362,0.0018,0.0317,0.219,-0.0184,0.0964,0.0674
9.413,0.0006,0.0345,0.224,-0.0166,0.0562,0.0606
9.461,-0.0002,0.0364,0.225,-0.0123,0.0199,0.0592
9.512,-0.0008,0.0354,0.233,-0.0096,-0.0216,0.0478
9.563,-0.0008,0.0314,0.233,-0.0057,-0.0525,0.0532
9.613,-0.001,0.0257,0.232,-0.004,-0.0756,0.0422
9.661,-0.0011,0.0216,0.236,-0.0002,-0.0912,0.0257
9.713,0.0002,0.0163,0.237,0.0045,-0.1009,0.0301
9.764,0.0012,0.012,0.241,0.0087,-0.1017,0.023
9.812,0.0018,0.0064,0.242,0.0089,-0.1004,0.0235
9.862,0.0029,0.0022,0.243,0.0097,-0.0923,0.0196
9.911,0.0035,-0.0014,0.245,0.008,-0.0802,0.0121
9.96,0.0049,-0.0045,0.24,0.0076,-0.0657,0.012
10.011,0.0053,-0.0061,0.244,0.0053,-0.0497,-0.0057
10.061,0.0055,-0.0084,0.238,0.0025,-0.0374,-0.0002
10.112,0.0061,-0.0098,0.24,0.0016,-0.0236,-0.0111
10.168,0.0056,-0.0092,0.237,0.0,-0.0046,-0.0086
10.215,0.0073,-0.0069,0.238,-0.0009,0.0095,-0.0118
10.261,0.007,-0.005,0.239,-0.003,0.0202,-0.0095
10.312,0.0061,-0.0015,0.239,-0.0071,0.0312,-0.0011
10.364,0.0063,0.001,0.236,-0.0098,0.0393,-0.0026
10.413,0.0048,0.0037,0.236,-0.0122,0.0398,-0.0102
10.462,0.0039,0.0062,0.234,-0.0151,0.0382,-0.0092
10.511,0.0032,0.0098,0.234,-0.0175,0.0356,-0.0124
10.561,0.0029,0.0113,0.232,-0.0154,0.0279,-0.0094
10.612,0.0021,0.013,0.233,-0.0165,0.0191,-0.0103
10.664,0.0011,0.0138,0.233,-0.0175,0.0088,-0.005
10.711,-0.0007,0.0114,0.233,-0.0185,-0.0063,-0.0019
10.762,-0.0031,0.0109,0.233,-0.0177,-0.0159,0.0019
10.817,-0.003,0.0088,0.233,-0.0125,-0.0249,0.0008
10.861,-0.0048,0.0059,0.234,-0.0101,-0.035,-0.0005
10.912,-0.0043,0.003,0.237,-0.0041,-0.0414,0.0011
10.966,-0.0047,0.0003,0.235,0.0009,-0.0438,0.0057
11.011,-0.0043,-0.0021,0.234,0.0059,-0.0406,0.0015
11.062,-0.0022,-0.0041,0.235,0.0134,-0.04,-0.0037
11.113,-0.0007,-0.0069,0.237,0.0162,-0.0353,-0.0017
11.161,0.0004,-0.0088,0.237,0.0198,-0.0279,-0.0004
11.212,0.0023,-0.0099,0.235,0.0225,-0.02,-0.0003
11.265,0.0043,-0.0104,0.234,0.025,-0.0114,-0.007
11.311,0.0056,-0.01,0.233,0.027,-0.0009,-0.0106
11.362,0.008,-0.0091,0.232,0.0262,0.009,-0.0099
11.411,0.0094,-0.0068,0.23,0.0238,0.0188,-0.0106
11.462,0.0108,-0.0044,0.231,0.0245,0.0279,-0.0132
11.515,0.0127,-0.0019,0.23,0.02,0.033,-0.009
11.562,0.0134,0.0008,0.229,0.0165,0.0342,-0.008
11.611,0.0134,0.0026,0.229,0.0117,0.0335,-0.0083
11.676,0.014,0.0053,0.229,0.0048,0.0284,-0.0087
11.717,0.0129,0.0062,0.227,0.0004,0.0232,-0.0052
11.764,0.0126,0.0075,0.226,-0.0048,0.0155,-0.0078
11.812,0.0101,0.0072,0.227,-0.0108,0.007,-0.009
11.863,0.0101,0.0062,0.23,-0.0115,-0.0015,-0.0046
11.909,0.0084,0.0046,0.228,-0.0146,-0.0122,0.002
11.964,0.0064,0.0022,0.23,-0.0157,-0.0195,-0.0039
12.023,0.0053,0.0011,0.23,-0.0123,-0.0236,-0.0029
12.065,0.0042,-0.0009,0.227,-0.0097,-0.0288,-0.0028
12.112,0.0031,-0.0047,0.225,-0.0049,-0.0291,-0.0111
12.163,0.0026,-0.0063,0.226,0.0003,-0.0261,-0.0151
12.22,0.0027,-0.0085,0.228,0.0078,-0.0235,-0.0123
12.263,0.0032,-0.0103,0.224,0.0175,-0.0186,-0.0069
12.31,0.0048,-0.0106,0.223,0.0278,-0.0119,-0.0164
12.362,0.0075,-0.0104,0.221,0.0381,-0.0022,-0.0173
12.413,0.0104,-0.0102,0.222,0.0469,0.0048,-0.0172
12.464,0.0122,-0.0093,0.223,0.0458,0.015,-0.0132
12.513,0.0139,-0.0077,0.219,0.0494,0.0192,-0.006
12.569,0.0173,-0.0054,0.223,0.0536,0.03,-0.0128
12.619,0.0196,-0.0031,0.22,0.0536,0.0332,0.0008
12.663,0.0218,-0.0005,0.22,0.0513,0.0358,-0.0048
12.714,0.0237,0.0011,0.218,0.049,0.0364,-0.0052
12.759,0.0258,0.0035,0.219,0.0473,0.0356,-0.008
12.815,0.029,0.0057,0.219,0.0474,0.0348,-0.0045
12.871,0.031,0.0076,0.22,0.0465,0.0291,-0.0015
12.91,0.0336,0.0089,0.219,0.0486,0.0226,0.0004
12.965,0.0363,0.0098,0.219,0.0497,0.0172,-0.0043
13.011,0.0386,0.0102,0.219,0.049,0.0089,-0.0041
13.084,0.0425,0.0105,0.218,0.055,-0.0004,-0.0049
13.114,0.0459,0.01,0.222,0.0545,-0.0061,-0.0071
13.16,0.0484,0.0095,0.217,0.0568,-0.0109,0.0007
13.229,0.0535,0.0077,0.218,0.0594,-0.0143,-0.0112
13.267,0.0558,0.0064,0.218,0.0559,-0.0181,-0.0123
13.323,0.0591,0.0055,0.215,0.0545,-0.017,-0.0071
13.368,0.0606,0.0051,0.218,0.048,-0.0165,-0.0157
13.41,0.0623,0.0041,0.217,0.0453,-0.014,-0.0085
13.459,0.0654,0.0038,0.216,0.0465,-0.0109,-0.0108
13.51,0.0682,0.0038,0.213,0.0478,-0.0072,-0.015
13.565,0.0706,0.0045,0.214,0.0487,-0.0022,-0.0194
13.612,0.0737,0.0049,0.21,0.0514,0.0043,-0.0152
13.661,0.0759,0.0067,0.212,0.0534,0.0075,-0.0204
13.711,0.08,0.0085,0.211,0.0583,0.0128,-0.013
13.76,0.0831,0.0103,0.209,0.0601,0.0165,-0.0107
13.81,0.0854,0.0113,0.207,0.0607,0.017,-0.0156
13.861,0.0887,0.0126,0.21,0.0657,0.0163,-0.0162
13.91,0.0928,0.0146,0.207,0.0695,0.0161,-0.0036
13.96,0.096,0.0155,0.212,0.0711,0.013,-0.0095
14.01,0.1,0.0168,0.207,0.0759,0.0063,0.003
14.063,0.1046,0.0172,0.209,0.0821,0.0006,-0.0035
14.112,0.1091,0.018,0.205,0.0846,-0.0077,-0.0039
14.159,0.1133,0.0177,0.206,0.0868,-0.0155,-0.0068
14.211,0.1178,0.017,0.207,0.0898,-0.0217,-0.0059
14.26,0.1221,0.0152,0.208,0.0892,-0.0284,0.0019
14.311,0.1262,0.0153,0.208,0.0906,-0.0291,0.0029
14.36,0.1316,0.0134,0.21,0.0923,-0.032,0.0
14.41,0.1364,0.0123,0.21,0.0933,-0.0333,0.0066
14.46,0.1411,0.0117,0.208,0.0972,-0.0322,0.0011
14.512,0.1462,0.0098,0.207,0.0955,-0.0324,-0.0041
14.561,0.1506,0.0081,0.209,0.0933,-0.0315,-0.0079
14.609,0.1557,0.0072,0.208,0.0933,-0.029,-0.0028
14.66,0.1604,0.0061,0.206,0.092,-0.0275,-0.0048
14.713,0.1647,0.0046,0.208,0.0935,-0.0239,-0.0078
14.76,0.1697,0.0045,0.208,0.0967,-0.0192,-0.0029
14.812,0.1757,0.0038,0.204,0.1005,-0.013,-0.003
14.864,0.1817,0.0031,0.207,0.1048,-0.008,-0.0119
14.919,0.1871,0.0031,0.206,0.108,-0.0016,-0.0024
14.962,0.1928,0.0037,0.204,0.1095,0.0041,-0.0034
15.011,0.1992,0.0044,0.204,0.1166,0.0113,-0.0073
15.06,0.2044,0.0054,0.204,0.1193,0.0151,-0.0061
15.11,0.2113,0.0065,0.203,0.1214,0.0175,-0.0036
15.159,0.2182,0.0081,0.201,0.1238,0.0199,-0.0024
15.21,0.2246,0.0087,0.203,0.1267,0.0189,-0.0047
15.259,0.2315,0.0096,0.204,0.1313,0.019,0.0041
15.31,0.2379,0.0111,0.204,0.1329,0.0185,0.0089
15.359,0.2463,0.0122,0.203,0.133,0.0151,0.0054
15.409,0.252,0.0136,0.205,0.1321,0.0119,0.0036
15.461,0.2596,0.0144,0.203,0.1336,0.0098,0.0103
15.51,0.2659,0.0151,0.204,0.1338,0.0051,0.0051
15.558,0.2729,0.0152,0.203,0.1376,-0.0009,0.0055
15.61,0.2789,0.0152,0.206,0.1364,-0.0036,0.0027
15.658,0.2875,0.0151,0.207,0.1354,-0.0051,0.0075
15.71,0.2939,0.0154,0.209,0.1377,-0.0066,0.0098
15.758,0.3016,0.0153,0.207,0.138,-0.0067,0.0105
15.811,0.3087,0.0151,0.206,0.1433,-0.0086,0.003
15.86,0.3157,0.015,0.204,0.1426,-0.0081,-0.0034
15.909,0.323,0.015,0.208,0.1424,-0.0071,-0.0056
15.96,0.3305,0.0149,0.208,0.1441,-0.0076,0.0033
16.01,0.338,0.0152,0.204,0.1457,-0.0056,0.0039
16.058,0.3451,0.0147,0.207,0.1478,-0.0066,-0.0079
16.111,0.3531,0.0149,0.202,0.1566,-0.0049,0.0024
16.159,0.3606,0.015,0.204,0.1572,-0.0042,-0.008
16.21,0.3692,0.016,0.205,0.16,-0.0001,-0.0035
16.259,0.3783,0.0168,0.209,0.1636,0.0024,0.0037
16.31,0.3868,0.0175,0.205,0.1675,0.0049,0.0084
16.359,0.3955,0.0179,0.204,0.1738,0.0063,-0.0009
16.41,0.4054,0.0196,0.203,0.1785,0.0058,-0.0085
16.458,0.4139,0.0196,0.2,0.1765,0.0011,-0.0095
16.51,0.4223,0.0207,0.202,0.1767,0.0001,-0.0129
16.559,0.4314,0.0206,0.204,0.175,-0.0042,-0.004
16.609,0.4398,0.0208,0.205,0.1763,-0.0068,0.0044
16.658,0.4488,0.0213,0.202,0.1817,-0.0084,0.0053
16.709,0.4592,0.0212,0.203,0.1825,-0.0096,-0.0037
16.759,0.4687,0.0215,0.201,0.1818,-0.0094,0.0009
16.81,0.4778,0.0222,0.203,0.1836,-0.0085,-0.0026
16.858,0.4865,0.022,0.202,0.1813,-0.0063,0.0018
16.91,0.4957,0.0225,0.201,0.1859,-0.0084,-0.0
16.959,0.5042,0.023,0.203,0.1884,-0.006,-0.0038
17.01,0.5147,0.0236,0.2,0.189,-0.0063,0.0024
17.058,0.5242,0.0242,0.204,0.1917,-0.005,-0.0023
17.11,0.5329,0.0249,0.204,0.1911,-0.0054,0.0049
17.159,0.5434,0.0258,0.202,0.196,-0.0053,0.0021
17.209,0.553,0.0261,0.2,0.1968,-0.0078,-0.0037
17.259,0.5617,0.0269,0.203,0.1964,-0.0097,-0.0058
17.309,0.5723,0.0269,0.203,0.1945,-0.0118,0.0045
17.359,0.5823,0.0266,0.203,0.192,-0.0128,0.0054
17.409,0.5911,0.0269,0.201,0.1922,-0.0127,0.0029
17.458,0.6016,0.0264,0.202,0.1977,-0.0127,-0.0013
17.51,0.6122,0.0269,0.201,0.1995,-0.0134,0.0001
17.56,0.6231,0.027,0.2,0.2022,-0.0123,-0.0029
17.612,0.6325,0.0273,0.202,0.2046,-0.0139,-0.0041
17.658,0.6438,0.0275,0.202,0.2048,-0.0148,-0.003
17.709,0.6548,0.0279,0.201,0.2112,-0.0147,-0.0007
17.759,0.6647,0.0279,0.2,0.2136,-0.0167,-0.0028
17.812,0.6754,0.0276,0.202,0.2118,-0.0189,-0.0041
17.861,0.6875,0.0277,0.201,0.2076,-0.0197,-0.0006
17.912,0.6973,0.0274,0.203,0.2037,-0.0208,-0.0049
17.961,0.7071,0.0275,0.201,0.1987,-0.021,-0.0018
18.01,0.7176,0.0274,0.199,0.1996,-0.0228,-0.0045
18.059,0.7264,0.0271,0.197,0.1964,-0.024,-0.0073
18.111,0.7375,0.0265,0.198,0.1945,-0.0228,-0.006
18.162,0.7475,0.0262,0.204,0.1966,-0.0222,0.0028
18.21,0.7585,0.0254,0.198,0.1996,-0.0192,0.0196
18.26,0.769,0.0257,0.198,0.2127,-0.0134,0.0062
18.31,0.7806,0.0262,0.201,0.2181,-0.0094,0.0032
18.358,0.792,0.0269,0.204,0.2207,-0.0045,0.0143
18.41,0.8057,0.0274,0.204,0.2264,-0.0035,0.0164
18.458,0.8172,0.0282,0.203,0.2261,-0.0044,0.0113
18.509,0.8288,0.0287,0.203,0.2262,-0.0062,0.0056
18.558,0.8408,0.0291,0.204,0.2322,-0.0086,0.0045
18.61,0.8534,0.029,0.201,0.2315,-0.0131,0.0034
18.665,0.8658,0.029,0.204,0.228,-0.0163,-0.0062
18.71,0.877,0.029,0.203,0.2249,-0.0208,0.0031
18.763,0.8869,0.0274,0.203,0.216,-0.0274,0.003
18.812,0.8983,0.0263,0.201,0.2121,-0.0302,-0.0023
18.858,0.909,0.0246,0.203,0.2117,-0.0324,-0.0044
18.908,0.9202,0.0227,0.202,0.2053,-0.0364,0.0003
18.962,0.9318,0.0208,0.2,0.2026,-0.0395,-0.0021
19.011,0.9422,0.0183,0.203,0.198,-0.0396,-0.0047
19.059,0.9517,0.0159,0.202,0.1955,-0.0406,0.0048
19.118,0.9627,0.0136,0.203,0.1961,-0.0388,0.0051
19.164,0.9715,0.0124,0.202,0.1909,-0.0322,0.0035
19.209,0.9817,0.0112,0.201,0.1953,-0.0238,0.002
19.262,0.9938,0.0102,0.206,0.1993,-0.0183,-0.0017
19.31,1.004,0.0097,0.204,0.1956,-0.0105,0.0108
19.359,1.0138,0.0097,0.202,0.1979,-0.0025,0.0042
19.408,1.0236,0.0088,0.204,0.2001,0.0018,-0.003
19.459,1.0342,0.0084,0.201,0.1983,0.0062,0.0015
19.508,1.0463,0.0087,0.204,0.1998,0.0125,-0.0055
19.561,1.0565,0.0096,0.201,0.2031,0.0172,-0.0011
19.609,1.0663,0.0107,0.199,0.2022,0.0235,-0.0024
19.658,1.0768,0.0117,0.202,0.202,0.0265,-0.0069
19.708,1.0874,0.0127,0.203,0.2047,0.0268,0.0031
19.758,1.0969,0.0143,0.2,0.1979,0.0304,0.007
19.809,1.1084,0.0151,0.201,0.2001,0.0288,-0.0044
19.858,1.1179,0.0159,0.2,0.1961,0.0271,-0.0001
19.909,1.1276,0.0181,0.203,0.1931,0.0283,-0.0007
19.96,1.1374,0.0188,0.198,0.1892,0.0266,0.0037
20.018,1.1472,0.0197,0.203,0.1866,0.0242,-0.0084
20.059,1.1573,0.0207,0.202,0.1862,0.0213,0.0042
20.109,1.1661,0.0219,0.204,0.1818,0.019,0.0036
20.159,1.176,0.0225,0.205,0.182,0.0145,0.0046
20.211,1.1853,0.0229,0.204,0.1834,0.0102,0.007
20.258,1.1947,0.0218,0.203,0.1812,0.0022,0.0026
20.309,1.2051,0.0219,0.2,0.185,0.0006,-0.0016
20.359,1.2147,0.0216,0.204,0.186,-0.0008,-0.007
20.408,1.2241,0.0216,0.203,0.1864,-0.0003,0.0038
