time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
3.927,0.0001,0.0005,0.008,0.0006,-0.0007,0.005
3.978,0.0001,0.0008,0.006,0.0007,0.0008,0.0005
4.027,0.0001,0.0005,0.011,0.0005,-0.0004,-0.0059
4.078,0.0001,0.0016,0.009,0.0012,0.0055,0.002
4.127,0.0009,0.0018,0.01,0.0056,0.0059,0.0025
4.177,0.0012,0.0018,0.01,0.0062,0.0051,0.0044
4.228,0.0001,0.0008,0.01,0.0014,0.0,0.0056
4.278,0.001,-0.0002,0.011,0.0063,-0.0043,0.0057
4.328,0.0008,0.0017,0.009,0.0048,0.0056,0.0075
4.378,-0.0001,-0.0001,0.011,-0.0002,-0.0041,0.0032
4.427,0.0001,0.0005,0.01,0.0012,-0.0,0.0052
4.477,0.0003,0.0008,0.009,0.0023,0.0014,0.0038
4.528,0.0001,0.0005,0.009,0.0007,-0.0001,0.0008
4.577,-0.0012,-0.0001,0.011,-0.0063,-0.0036,-0.0012
4.627,-0.0001,0.0008,0.01,0.0,0.0009,0.0023
4.677,-0.0001,0.0005,0.009,0.0,-0.0002,0.0018
4.726,0.0008,0.0016,0.011,0.0046,0.0061,-0.0008
4.777,-0.0001,0.0005,0.011,0.0003,0.0005,0.0016
4.827,0.0004,0.0008,0.009,0.0026,0.0023,0.0036
4.878,0.0002,0.0006,0.01,0.0011,0.0012,0.0
4.927,0.0002,0.0008,0.01,0.0019,0.0017,-0.0008
4.977,-0.001,0.0008,0.01,-0.0032,0.0015,-0.0008
5.028,0.0004,0.0008,0.011,0.0051,0.0019,-0.0008
5.077,-0.0003,0.0008,0.01,0.0016,0.0017,0.0017
5.127,0.0002,0.0015,0.012,0.0046,0.005,0.0005
5.177,0.0011,0.0017,0.008,0.0096,0.0057,0.0048
5.227,0.0003,0.0005,0.011,0.0049,-0.0033,-0.0007
5.277,0.0004,-0.0004,0.01,0.0043,-0.0107,0.0024
5.327,0.0009,-0.001,0.009,0.0065,-0.0151,0.0003
5.377,-0.0006,-0.0041,0.009,-0.0021,-0.0299,-0.0043
5.427,0.0005,-0.0089,0.011,0.0033,-0.0504,-0.0059
5.477,-0.0008,-0.0163,0.01,-0.0032,-0.079,-0.0022
5.526,0.0018,-0.023,0.006,0.0105,-0.0982,0.0042
5.577,0.0049,-0.0311,0.0,0.0244,-0.1151,0.0243
5.627,0.0062,-0.039,0.0,0.0235,-0.114,0.0536
5.677,-0.0035,-0.0377,0.001,-0.0393,-0.0548,0.122
5.727,-0.0097,-0.0312,0.008,-0.0728,0.0243,0.1755
5.776,-0.014,-0.0249,0.03,-0.0837,0.0834,0.2563
5.826,-0.0146,-0.0251,0.051,-0.0668,0.0871,0.3541
5.877,-0.0154,-0.0266,0.081,-0.0501,0.0737,0.4155
5.926,-0.0181,-0.0235,0.103,-0.0424,0.0787,0.4896
5.977,-0.0217,-0.0167,0.136,-0.0389,0.0996,0.5198
6.026,-0.0225,-0.0098,0.159,-0.0219,0.1126,0.5675
6.077,-0.0236,-0.0012,0.186,-0.0101,0.1291,0.5678
6.126,-0.0228,0.0058,0.209,0.0076,0.1297,0.5713
6.176,-0.0211,0.0123,0.24,0.0244,0.1234,0.5592
6.226,-0.0189,0.0188,0.264,0.0385,0.1138,0.5558
6.277,-0.0154,0.025,0.288,0.0526,0.1019,0.5294
6.327,-0.0106,0.0305,0.306,0.0664,0.0865,0.5052
6.377,-0.0062,0.0343,0.337,0.0728,0.0647,0.4721
6.426,-0.0007,0.0363,0.363,0.0771,0.0393,0.4632
6.476,0.003,0.0371,0.385,0.0724,0.0151,0.4394
6.527,0.008,0.0382,0.408,0.07,-0.0039,0.4101
6.576,0.0128,0.0373,0.43,0.0646,-0.0244,0.3867
6.627,0.0154,0.0348,0.446,0.0522,-0.0447,0.3588
6.676,0.0174,0.0342,0.462,0.0393,-0.0539,0.3185
6.727,0.0183,0.0291,0.479,0.025,-0.0696,0.2898
6.776,0.0191,0.025,0.492,0.0125,-0.0783,0.2655
6.826,0.0203,0.021,0.496,0.003,-0.0829,0.2317
6.877,0.0194,0.0168,0.51,-0.0084,-0.0845,0.1844
6.926,0.0184,0.0137,0.516,-0.0175,-0.0798,0.1723
6.977,0.0176,0.0085,0.527,-0.0236,-0.0766,0.1305
7.027,0.0153,0.0054,0.53,-0.0303,-0.0684,0.1022
7.076,0.0128,0.0011,0.535,-0.0349,-0.0623,0.0537
7.127,0.0119,0.0037,0.539,-0.0334,-0.043,0.0066
7.176,0.0118,0.0035,0.538,-0.0291,-0.0309,-0.0404
7.227,0.0093,0.0023,0.537,-0.0291,-0.0227,-0.1011
7.276,0.0074,0.0032,0.531,-0.0272,-0.0125,-0.1584
7.327,0.008,0.008,0.52,-0.0213,0.0018,-0.2178
7.376,0.0064,0.0154,0.505,-0.0188,0.0168,-0.2795
7.426,0.0082,0.0193,0.495,-0.0116,0.0222,-0.3409
7.477,0.0109,0.0197,0.475,-0.0042,0.0183,-0.3745
7.526,0.0084,0.0181,0.457,-0.0062,0.008,-0.4168
7.576,0.0515,0.0216,0.431,0.0606,0.0033,-0.4335
7.627,0.0528,0.0266,0.409,0.0591,0.0008,-0.4498
7.676,0.0584,0.0159,0.383,0.0556,-0.0248,-0.4436
7.726,0.0552,0.0169,0.362,0.0298,-0.0312,-0.4408
7.776,0.0664,0.022,0.339,0.02,-0.0284,-0.4149
7.826,0.0628,0.022,0.322,-0.0135,-0.0314,-0.3966
7.876,0.0575,0.0305,0.304,-0.0485,-0.0218,-0.3597
7.927,0.0506,0.0306,0.286,-0.082,-0.0248,-0.3312
7.977,0.0427,0.0069,0.266,-0.1106,-0.0649,-0.3007
8.026,0.0321,0.0025,0.252,-0.1352,-0.0728,-0.2715
8.076,0.0244,0.0047,0.242,-0.1469,-0.0634,-0.2302
8.125,0.0153,0.0068,0.235,-0.1525,-0.0512,-0.1984
8.176,0.0062,0.0067,0.22,-0.1507,-0.0417,-0.1607
8.226,0.0031,0.0083,0.215,-0.133,-0.0297,-0.1501
8.275,-0.0035,0.009,0.208,-0.1168,-0.0201,-0.1085
8.325,-0.0075,0.0087,0.202,-0.0947,-0.0126,-0.0921
8.376,-0.0092,0.0102,0.198,-0.0674,-0.0024,-0.0704
8.425,-0.0096,0.0117,0.198,-0.0395,0.005,-0.0505
8.476,-0.0075,0.0151,0.194,-0.0097,0.0147,-0.0327
8.527,-0.0043,0.0164,0.195,0.0165,0.0164,-0.0244
8.576,-0.0001,0.017,0.191,0.0388,0.0141,-0.0067
8.625,0.0038,0.0185,0.191,0.0537,0.0132,-0.0071
8.676,0.0087,0.0194,0.194,0.0654,0.0094,0.0054
8.725,0.0135,0.0196,0.194,0.0696,0.0018,0.0205
8.776,0.0178,0.0195,0.195,0.0674,-0.0063,0.0229
8.825,0.0209,0.0189,0.196,0.0564,-0.0152,0.0286
8.875,0.0234,0.018,0.196,0.0428,-0.0222,0.0312
8.926,0.0254,0.016,0.199,0.0288,-0.0318,0.0308
8.976,0.0261,0.0141,0.202,0.0103,-0.038,0.0374
9.025,0.0258,0.0122,0.207,-0.0081,-0.0396,0.0375
9.076,0.0245,0.0104,0.207,-0.0249,-0.0387,0.0412
9.125,0.0218,0.0086,0.208,-0.0437,-0.0379,0.0313
9.176,0.019,0.0067,0.209,-0.0554,-0.0372,0.0307
9.225,0.0143,0.0048,0.21,-0.0711,-0.0356,0.0266
9.275,0.0106,0.0032,0.213,-0.0752,-0.0323,0.026
9.326,0.0062,0.0022,0.215,-0.0785,-0.0268,0.0293
9.375,0.0009,0.0013,0.215,-0.083,-0.0217,0.0246
9.425,-0.0035,0.0008,0.216,-0.0789,-0.0154,0.02
9.476,-0.0072,0.0006,0.216,-0.0684,-0.01,0.017
9.526,-0.0092,0.0009,0.215,-0.0509,-0.0041,0.012
9.575,-0.0105,0.0015,0.215,-0.0318,0.0012,0.0057
9.625,-0.0107,0.0023,0.214,-0.0126,0.0047,0.0074
9.675,-0.0084,0.004,0.216,0.0118,0.0105,-0.0007
9.725,-0.0061,0.0052,0.221,0.0304,0.0118,0.0041
9.775,-0.0005,0.0058,0.219,0.0543,0.0103,0.0123
9.825,0.0039,0.0066,0.219,0.0653,0.0094,0.0026
9.876,0.0091,0.0076,0.221,0.0726,0.0088,0.0088
9.924,0.014,0.0077,0.221,0.0715,0.0058,0.0096
9.976,0.0188,0.008,0.219,0.0673,0.005,0.0049
10.025,0.0228,0.0086,0.221,0.0581,0.0052,0.0013
10.075,0.0254,0.0093,0.22,0.0446,0.0061,0.006
10.125,0.0268,0.0092,0.218,0.0281,0.0045,0.0024
10.175,0.0281,0.0099,0.219,0.0127,0.0051,0.0034
10.226,0.0268,0.0099,0.221,-0.0078,0.0027,0.0077
10.275,0.0262,0.0107,0.22,-0.0212,0.0031,0.0072
10.326,0.0236,0.011,0.218,-0.0356,0.0009,0.0037
10.375,0.0214,0.0112,0.222,-0.0444,-0.0025,0.0039
10.425,0.0179,0.0118,0.221,-0.052,-0.0051,0.0126
10.475,0.0137,0.0108,0.222,-0.0589,-0.0119,0.0002
10.525,0.0105,0.0096,0.222,-0.0587,-0.0189,0.0018
10.575,0.0061,0.0086,0.221,-0.0582,-0.0244,-0.004
10.626,0.005,0.0077,0.221,-0.0454,-0.0276,-0.0078
10.675,0.0016,0.0054,0.224,-0.0386,-0.0324,-0.0073
10.73,0.0004,0.0035,0.221,-0.0249,-0.0343,-0.003
10.775,0.0011,0.0018,0.22,-0.0064,-0.0335,-0.0087
10.825,0.0034,0.0004,0.222,0.0128,-0.0304,-0.0056
10.875,0.0054,-0.0016,0.218,0.0265,-0.0291,0.0009
10.925,0.0098,-0.0014,0.216,0.0408,-0.0214,-0.0067
10.975,0.0127,-0.0018,0.216,0.047,-0.016,-0.0034
11.024,0.0173,-0.001,0.216,0.0542,-0.0079,-0.0029
11.075,0.0207,0.0004,0.219,0.0554,0.0005,-0.004
11.125,0.0243,0.0015,0.217,0.055,0.0066,-0.0017
11.175,0.0276,0.0025,0.216,0.0538,0.01,-0.0025
11.225,0.03,0.0044,0.217,0.0502,0.0141,0.0028
11.274,0.0337,0.0066,0.219,0.0506,0.0167,0.0039
11.325,0.0367,0.0086,0.216,0.0485,0.0174,0.0031
11.375,0.0397,0.0111,0.219,0.0464,0.0197,-0.0071
11.426,0.0427,0.0133,0.215,0.0442,0.0188,0.0007
11.481,0.0439,0.0143,0.216,0.0364,0.0134,-0.0152
11.525,0.0479,0.0161,0.214,0.0384,0.0094,-0.0085
11.574,0.0505,0.0173,0.217,0.0351,0.0048,-0.0169
11.626,0.0516,0.0182,0.219,0.0291,0.0002,-0.0066
11.675,0.0537,0.0181,0.215,0.0277,-0.0067,-0.0075
11.725,0.0556,0.0182,0.221,0.0254,-0.0123,-0.0154
11.774,0.0578,0.0178,0.216,0.0249,-0.0181,0.0003
11.824,0.0587,0.0165,0.214,0.0205,-0.0245,-0.0168
11.874,0.0608,0.0151,0.208,0.0201,-0.0287,-0.0159
11.924,0.0607,0.0131,0.213,0.0135,-0.0326,-0.0228
11.975,0.0609,0.0106,0.21,0.0095,-0.0366,-0.0083
12.026,0.0617,0.0093,0.209,0.0098,-0.0356,-0.0123
12.075,0.0627,0.007,0.207,0.0127,-0.0354,-0.01
12.124,0.0623,0.0061,0.209,0.0141,-0.0308,-0.0079
12.175,0.0631,0.0045,0.21,0.0208,-0.0281,-0.0005
12.225,0.0669,0.0039,0.208,0.0354,-0.0225,-0.0002
12.274,0.0695,0.0036,0.209,0.0464,-0.0167,0.0016
12.325,0.0754,0.0041,0.217,0.0662,-0.0096,0.0057
12.375,0.0788,0.006,0.212,0.0761,-0.0009,0.0217
12.425,0.0838,0.0076,0.21,0.0874,0.0038,0.0047
12.474,0.0886,0.0094,0.21,0.0965,0.0068,0.0029
12.525,0.0946,0.0102,0.211,0.1059,0.0065,-0.002
12.574,0.1009,0.0109,0.212,0.1129,0.0059,-0.0021
12.625,0.106,0.0126,0.21,0.113,0.0077,-0.0049
12.675,0.1121,0.014,0.211,0.1133,0.0078,-0.009
12.726,0.1186,0.0152,0.209,0.1133,0.0071,0.0004
12.774,0.1231,0.0156,0.211,0.1081,0.0035,-0.0128
12.824,0.1277,0.0166,0.209,0.1031,0.0018,0.0009
12.875,0.1339,0.0177,0.212,0.1045,-0.0005,-0.0023
12.924,0.1379,0.0185,0.211,0.1013,-0.0042,0.0097
12.976,0.1444,0.0185,0.216,0.1062,-0.0103,0.0033
13.024,0.1519,0.0186,0.221,0.1139,-0.0156,0.0161
13.073,0.1571,0.0183,0.23,0.1135,-0.0215,0.0189
13.126,0.1631,0.0177,0.231,0.1152,-0.0274,0.0245
13.174,0.1687,0.0165,0.236,0.1152,-0.0342,0.0168
13.225,0.1743,0.0156,0.237,0.1147,-0.0381,0.013
13.274,0.18,0.0145,0.243,0.1144,-0.0402,0.0003
13.325,0.1854,0.0131,0.258,0.1136,-0.0419,0.0001
13.374,0.1907,0.0113,0.275,0.1136,-0.0436,0.0133
13.424,0.1966,0.0087,0.271,0.1149,-0.047,0.0233
13.474,0.2031,0.0062,0.259,0.119,-0.0491,-0.0163
13.524,0.2084,0.0035,0.25,0.119,-0.0506,-0.0594
13.574,0.2124,0.0022,0.232,0.115,-0.0464,-0.0808
13.624,0.2128,0.0005,0.217,0.1018,-0.0427,-0.1168
13.674,0.2203,-0.0041,0.201,0.1125,-0.0453,-0.1172
13.724,0.2264,-0.005,0.194,0.1204,-0.036,-0.124
13.775,0.2335,-0.0057,0.184,0.1323,-0.026,-0.1093
13.824,0.239,-0.0057,0.188,0.1398,-0.0149,-0.0945
13.874,0.2457,-0.0056,0.176,0.1497,-0.0062,-0.0559
13.924,0.2524,-0.0048,0.174,0.1577,0.0021,-0.0629
13.974,0.2617,-0.0056,0.17,0.1726,0.0039,-0.0305
14.024,0.2695,-0.0058,0.17,0.179,0.0059,-0.0188
14.074,0.2802,-0.005,0.17,0.1922,0.0087,-0.0034
14.124,0.2908,-0.0053,0.171,0.2036,0.0084,0.0151
14.173,0.3011,-0.0062,0.17,0.2128,0.0072,0.0266
14.224,0.3106,-0.0073,0.169,0.2193,0.0059,0.0389
14.274,0.3219,-0.0083,0.175,0.2294,0.0061,0.0404
14.324,0.3359,-0.0091,0.18,0.2454,0.0045,0.0534
14.374,0.3474,-0.0094,0.18,0.2431,0.0022,0.0546
14.424,0.3589,-0.0102,0.182,0.238,-0.0019,0.0512
14.475,0.371,-0.0118,0.182,0.2335,-0.0064,0.046
14.524,0.3823,-0.0127,0.184,0.2233,-0.0062,0.0354
14.574,0.3922,-0.0136,0.19,0.2101,-0.0044,0.039
14.624,0.4039,-0.0154,0.193,0.2075,-0.0035,0.0425
14.674,0.4143,-0.0159,0.198,0.2033,0.0061,0.0476
14.724,0.4248,-0.0154,0.191,0.2013,0.0194,0.0454
14.774,0.4351,-0.0146,0.193,0.1967,0.0297,0.0172
14.824,0.4454,-0.0135,0.197,0.1924,0.0369,0.0262
14.874,0.4555,-0.0111,0.197,0.1872,0.0444,0.0205
14.923,0.4646,-0.0091,0.201,0.179,0.0481,0.0134
14.973,0.4738,-0.0073,0.201,0.1741,0.0494,0.016
15.024,0.4821,-0.0053,0.202,0.1686,0.0493,0.0013
15.074,0.4909,-0.0022,0.204,0.1662,0.0523,0.0007
15.123,0.4996,0.0004,0.199,0.1652,0.053,-0.0015
15.173,0.5093,0.0034,0.202,0.1685,0.0559,-0.0146
15.224,0.5183,0.0064,0.2,0.1709,0.0592,0.0086
15.274,0.5272,0.0096,0.202,0.1751,0.0604,0.0034
15.324,0.5367,0.0127,0.203,0.1827,0.0589,0.0096
15.374,0.5464,0.0159,0.203,0.1902,0.0561,0.012
15.424,0.5585,0.0197,0.204,0.2048,0.054,0.01
15.475,0.5701,0.0224,0.202,0.2164,0.048,0.0096
15.524,0.5813,0.0252,0.205,0.2234,0.0418,-0.0005
15.574,0.5928,0.0278,0.203,0.2282,0.0338,0.0018
15.624,0.6038,0.0296,0.205,0.229,0.024,-0.005
15.673,0.6166,0.0318,0.203,0.2333,0.0165,0.0007
15.723,0.6267,0.0325,0.201,0.2274,0.0052,-0.0075
15.774,0.6384,0.0336,0.204,0.2267,-0.0035,-0.0072
15.824,0.6486,0.0338,0.201,0.2212,-0.0132,0.0002
15.874,0.6584,0.0343,0.203,0.2144,-0.0196,-0.0099
15.923,0.6682,0.0336,0.201,0.2089,-0.0274,0.0005
15.974,0.6799,0.0328,0.202,0.2105,-0.0326,-0.005
16.023,0.6886,0.0315,0.202,0.2033,-0.0386,0.0018
16.074,0.6978,0.0305,0.204,0.1997,-0.0417,0.0038
16.124,0.7071,0.0286,0.202,0.1982,-0.0457,0.0105
16.174,0.7167,0.0273,0.202,0.1994,-0.0465,0.0054
16.224,0.7274,0.0256,0.202,0.2051,-0.0476,0.0078
16.274,0.7376,0.0238,0.204,0.2101,-0.0487,0.0064
16.324,0.7467,0.0226,0.205,0.2107,-0.0461,0.0064
16.373,0.7573,0.0204,0.204,0.2162,-0.046,0.0073
16.423,0.7683,0.0189,0.205,0.2218,-0.0433,0.0017
16.473,0.7787,0.0174,0.205,0.224,-0.0392,0.0065
16.524,0.7916,0.0155,0.204,0.2324,-0.0369,0.0011
16.575,0.8026,0.0144,0.204,0.2331,-0.0315,-0.0024
16.624,0.8144,0.0134,0.202,0.2348,-0.0259,0.0019
16.673,0.8251,0.0132,0.202,0.2307,-0.0194,-0.0027
16.723,0.8357,0.0123,0.203,0.2257,-0.0158,0.0004
16.774,0.8486,0.0124,0.205,0.2278,-0.011,-0.0007
16.823,0.8601,0.0122,0.204,0.2245,-0.0083,0.0012
16.873,0.8701,0.0124,0.205,0.2167,-0.0052,-0.0033
16.925,0.881,0.0124,0.204,0.2124,-0.004,-0.0026
16.973,0.8919,0.0131,0.204,0.2088,-0.0013,-0.0011
17.023,0.9039,0.013,0.203,0.2095,-0.003,0.0005
17.076,0.9155,0.0132,0.202,0.2094,-0.0042,-0.0015
17.124,0.9254,0.0127,0.2,0.2043,-0.0074,-0.0021
17.173,0.9346,0.0129,0.2,0.1979,-0.009,-0.0015
17.223,0.9447,0.0118,0.203,0.1959,-0.0134,0.0022
17.273,0.9542,0.0113,0.203,0.1916,-0.0153,0.005
17.324,0.9649,0.0101,0.207,0.1924,-0.0185,0.0022
17.374,0.9745,0.009,0.205,0.1901,-0.0193,0.0125
17.423,0.9831,0.0073,0.204,0.1843,-0.0214,0.0038
17.474,0.9932,0.0054,0.204,0.1844,-0.0222,0.0024
17.524,1.0018,0.0044,0.203,0.1793,-0.0184,0.0024
17.573,1.0129,0.0038,0.202,0.1835,-0.0136,-0.0049
17.623,1.0216,0.0038,0.202,0.179,-0.0057,-0.0047
17.674,1.0308,0.0032,0.202,0.1758,-0.0012,-0.0083
17.723,1.0398,0.0029,0.204,0.1725,0.004,-0.0062
17.773,1.0482,0.0035,0.199,0.1664,0.0108,-0.0027
17.822,1.0562,0.0045,0.201,0.159,0.0169,-0.0117
17.876,1.0641,0.0047,0.202,0.1525,0.0196,0.0031
17.922,1.0716,0.0059,0.203,0.1456,0.0235,0.0015
17.973,1.078,0.007,0.2,0.1374,0.026,0.0018
18.022,1.0844,0.0086,0.201,0.133,0.0286,0.0005
18.073,1.0927,0.0109,0.201,0.1361,0.0317,0.0021
18.123,1.0985,0.012,0.201,0.1319,0.0299,-0.0002
18.174,1.1047,0.0139,0.196,0.1313,0.0299,0.0016
18.223,1.1105,0.0158,0.2,0.1301,0.0288,-0.0053
18.273,1.1166,0.0173,0.202,0.1304,0.0254,0.0078
18.322,1.1238,0.0185,0.201,0.1342,0.0208,0.0058
18.373,1.1292,0.0193,0.203,0.1327,0.0147,0.0037
18.422,1.1362,0.02,0.201,0.1363,0.0083,0.0105
18.473,1.1433,0.0211,0.203,0.1404,0.0037,0.0026
18.523,1.1504,0.0215,0.203,0.1436,-0.0015,0.0102
18.573,1.1585,0.0216,0.201,0.1497,-0.0057,0.0061
18.624,1.1658,0.0213,0.202,0.1505,-0.0112,-0.0011
18.673,1.1743,0.0208,0.202,0.1541,-0.0169,0.0009
18.722,1.1822,0.0191,0.199,0.1548,-0.0247,-0.0003
18.773,1.1892,0.0184,0.198,0.1504,-0.028,-0.0053
18.822,1.1957,0.0169,0.199,0.1444,-0.0323,-0.0054
18.873,1.2034,0.015,0.203,0.1426,-0.0345,-0.0009
18.923,1.21,0.0129,0.201,0.1366,-0.0346,0.0064
18.973,1.2174,0.0104,0.199,0.1338,-0.0342,-0.0017
19.022,1.2241,0.009,0.2,0.1285,-0.0301,0.0007
19.073,1.2309,0.007,0.2,0.1232,-0.0272,0.0055
19.123,1.2367,0.0059,0.201,0.1152,-0.0224,0.0024
19.174,1.243,0.0054,0.198,0.1101,-0.0143,0.0057
19.223,1.2498,0.0045,0.199,0.1073,-0.0083,-0.0004
19.274,1.2554,0.0043,0.201,0.1018,-0.0011,0.0044
19.322,1.2614,0.0049,0.203,0.0995,0.0079,0.0119
19.374,1.2675,0.0061,0.203,0.0985,0.0166,0.0154
19.422,1.2737,0.0073,0.201,0.0982,0.0236,0.0117
19.473,1.2793,0.0086,0.201,0.0955,0.0287,0.0072
19.523,1.2855,0.0109,0.205,0.0952,0.0359,0.0057
19.573,1.2915,0.0126,0.201,0.0929,0.0375,0.0123
19.622,1.2967,0.0143,0.203,0.0884,0.0376,-0.0003
19.673,1.3017,0.0161,0.203,0.0836,0.0369,0.0053
19.722,1.3073,0.0179,0.203,0.0802,0.0345,0.0033
19.772,1.3128,0.0198,0.205,0.0761,0.0319,-0.0008
19.823,1.3172,0.0213,0.203,0.0687,0.0283,0.0061
19.873,1.3214,0.0227,0.2,0.0615,0.0242,-0.0018
19.923,1.325,0.0234,0.202,0.0531,0.0183,-0.0092
19.974,1.3287,0.0243,0.201,0.0469,0.014,0.0013
20.022,1.3317,0.0249,0.203,0.0396,0.01,-0.0037
20.074,1.3349,0.0262,0.198,0.0332,0.0082,-0.0034
20.123,1.3377,0.0264,0.201,0.0276,0.0045,-0.0151
20.173,1.3398,0.0264,0.201,0.0214,0.0019,0.001
20.224,1.3423,0.0266,0.201,0.0181,0.0011,-0.0033
20.273,1.3445,0.0274,0.197,0.0146,0.003,-0.0017
20.323,1.3462,0.0274,0.198,0.0105,0.0027,-0.0077
20.374,1.348,0.0289,0.198,0.0075,0.0065,-0.0016
20.424,1.3485,0.03,0.197,0.0013,0.0087,-0.0002
20.474,1.3487,0.0316,0.197,-0.0046,0.0115,-0.0016
