time_s,x_m,y_m,z_down_m,vx_ms,vy_ms,vz_ms
2.237,0.2472,-0.2293,0.011,0.0022,0.0032,0.0023
2.288,0.2475,-0.2292,0.012,0.0024,0.0029,-0.0008
2.336,0.2479,-0.2293,0.011,0.0009,0.0022,0.0007
2.386,0.2479,-0.2293,0.013,0.0009,-0.0023,-0.0012
2.437,0.2472,-0.2299,0.01,-0.0008,0.001,0.0028
2.486,0.2475,-0.229,0.011,0.0017,0.0024,-0.0019
2.54,0.2478,-0.2293,0.012,-0.0003,-0.0001,-0.0017
2.586,0.2478,-0.2293,0.009,0.0007,0.0027,0.0012
2.637,0.2472,-0.2292,0.011,0.0013,0.0027,-0.0031
2.688,0.2475,-0.2293,0.012,0.0015,0.0023,-0.0019
2.737,0.2479,-0.2292,0.013,0.0021,0.0033,0.0013
2.79,0.2476,-0.2292,0.013,0.0024,0.0027,0.0062
2.839,0.248,-0.2291,0.013,0.0027,0.0037,0.0082
2.887,0.248,-0.2291,0.014,0.0006,0.0034,0.0086
2.936,0.2479,-0.2292,0.013,0.0026,0.0028,0.0103
2.988,0.248,-0.2292,0.013,0.0011,0.0029,0.0077
3.037,0.0,0.0001,0.012,0.0018,0.0038,0.0003
3.087,0.0002,0.0003,0.012,0.0033,0.009,0.0001
3.139,-0.0001,0.0001,0.012,-0.0008,0.0047,0.0003
3.19,0.0004,0.001,0.014,0.0041,0.0143,0.0003
3.238,0.0005,0.0009,0.013,0.0034,0.0122,0.0047
3.287,0.0005,0.0013,0.012,0.0003,0.0047,0.0045
3.335,-0.0003,0.0009,0.013,0.0027,0.0052,0.0017
3.386,-0.0003,0.0009,0.012,0.0029,0.007,0.0024
3.44,0.0001,0.0001,0.012,-0.0039,0.0045,0.0008
3.486,0.0005,0.0009,0.009,-0.0019,0.0062,0.0002
3.539,0.0001,0.0006,0.01,0.0024,0.0046,-0.0064
3.587,0.0001,0.0006,0.011,0.0028,0.004,-0.0074
3.64,0.0004,0.0006,0.01,0.0005,0.0035,-0.0047
3.686,-0.0003,0.0006,0.011,0.0024,0.0035,-0.0052
3.739,0.0005,0.0006,0.012,0.0006,0.0013,-0.0026
3.788,0.0001,0.0005,0.013,0.0017,0.0026,0.002
3.845,0.0005,0.0006,0.012,-0.0,0.0029,0.0068
3.898,0.0001,-0.0002,0.013,-0.0017,0.0011,0.0066
3.945,0.0004,0.0005,0.012,-0.0001,-0.0002,0.0086
3.99,0.0001,0.0004,0.012,0.0015,0.0025,0.0064
4.041,0.0001,-0.0003,0.012,0.0003,0.0007,0.0048
4.092,0.0005,0.0001,0.01,-0.0015,-0.0007,0.0034
4.135,0.0001,0.0,0.012,0.0015,0.001,-0.0012
4.184,-0.0002,-0.0003,0.012,-0.0011,0.0027,0.0006
4.235,0.0004,0.0003,0.014,0.0014,0.0032,0.0019
4.285,0.0004,0.0001,0.013,0.0014,0.0034,0.007
4.336,-0.0002,0.0003,0.012,0.0016,0.0028,0.0073
4.386,0.0005,0.0004,0.012,0.0016,0.0042,0.0046
4.435,0.0001,0.0,0.013,0.0004,0.0022,0.0028
4.49,0.0005,0.0003,0.011,0.0007,0.001,0.0035
4.535,0.0004,0.0003,0.012,0.0006,-0.0015,-0.0004
4.586,0.0001,0.0003,0.013,0.0021,0.0024,0.0
4.634,0.0001,-0.0003,0.014,0.0009,0.0028,0.0022
4.684,0.0005,0.0005,0.012,0.0008,0.0033,0.0061
4.735,-0.0002,0.0004,0.013,0.0021,0.003,0.0036
4.789,0.0002,-0.0006,0.011,0.0017,0.0014,0.0034
4.836,0.0005,0.0,0.012,0.0007,0.0025,-0.0007
4.885,-0.0002,-0.0003,0.015,-0.0045,-0.0086,-0.0018
4.937,-0.04,-0.013,0.017,-0.3076,-0.1519,-0.0435
4.986,-0.0898,-0.0326,0.014,-0.3698,-0.1848,-0.0594
5.036,-0.1005,-0.0515,0.013,-0.3116,-0.1563,-0.0106
5.086,-0.1095,-0.0559,0.015,-0.2961,-0.1493,0.0144
5.138,-0.1251,-0.0638,0.013,-0.3113,-0.157,0.0203
5.185,-0.1291,-0.0657,0.017,-0.275,-0.1392,0.0336
5.235,-0.1278,-0.0648,0.014,-0.2029,-0.1031,0.0563
5.285,-0.125,-0.0635,0.014,-0.1746,-0.0883,0.0404
5.335,-0.1331,-0.0675,0.014,-0.1768,-0.0884,0.024
5.386,-0.1416,-0.0718,0.013,-0.1794,-0.0898,0.0105
5.435,-0.1242,-0.0641,0.014,0.0289,-0.0195,0.0086
5.486,-0.0279,0.0036,0.016,0.3666,0.3222,-0.1399
5.541,-0.0046,0.0364,0.017,0.2946,0.2674,-0.0537
5.585,-0.0005,0.0388,0.014,0.2918,0.2576,0.0034
5.635,0.01,0.0482,0.018,0.294,0.2575,0.0227
5.685,0.0257,0.0618,0.018,0.3148,0.273,0.0315
5.738,0.042,0.0759,0.016,0.3343,0.2885,0.0334
5.789,0.059,0.0906,0.016,0.3118,0.2643,0.0466
5.834,0.0515,0.0837,0.017,0.2518,0.2157,0.0558
5.887,0.0543,0.0867,0.015,0.2285,0.1922,0.0428
5.934,0.0474,0.0807,0.015,0.2065,0.1747,0.0263
5.985,0.0569,0.0888,0.014,0.2114,0.1802,0.0078
6.036,0.0341,0.0756,0.017,0.115,0.1178,0.0045
6.088,-0.0123,0.0965,0.009,-0.1742,0.287,-0.0356
6.137,-0.0775,0.1816,0.016,-0.2909,0.5219,-0.1775
6.186,-0.0963,0.2212,0.011,-0.2369,0.4174,-0.0329
6.237,-0.0878,0.2039,0.013,-0.1677,0.3237,0.0229
6.285,-0.0561,0.1898,0.013,0.0073,0.2009,0.0677
6.334,-0.0395,0.1818,0.011,0.0234,0.1665,0.0608
6.385,-0.0446,0.1917,0.013,-0.0496,0.2096,0.033
6.435,-0.0561,0.2001,0.014,-0.0478,0.1571,0.0306
6.484,-0.0566,0.205,0.014,-0.0446,0.137,0.0256
6.535,-0.056,0.2024,0.014,-0.0315,0.1,0.0247
6.584,-0.0575,0.2072,0.015,-0.031,0.0952,0.016
6.635,-0.0588,0.2104,0.015,-0.0304,0.0836,0.0128
6.685,-0.0603,0.2145,0.014,-0.0257,0.0718,0.0094
6.737,-0.0607,0.2165,0.015,-0.026,0.0671,0.0039
6.784,-0.0606,0.2155,0.014,-0.0211,0.0437,0.0035
6.835,-0.0607,0.2165,0.017,-0.0171,0.0323,0.001
6.887,-0.0615,0.2179,0.014,-0.0158,0.0256,0.0055
6.935,-0.0625,0.2184,0.015,-0.0117,0.0147,0.001
6.984,-0.0619,0.2184,0.014,-0.0105,0.0085,0.0005
7.043,-0.0616,0.2185,0.016,-0.0069,0.0004,-0.0018
7.085,-0.062,0.2183,0.016,-0.0061,-0.0061,0.0015
7.134,-0.0623,0.2178,0.015,-0.0053,-0.0128,0.0032
7.186,-0.0625,0.217,0.013,-0.0044,-0.0188,0.0016
7.237,-0.0621,0.2195,0.013,-0.0012,-0.0137,-0.0032
7.293,-0.0621,0.2186,0.015,-0.0053,-0.0208,-0.0065
7.336,-0.0632,0.2184,0.014,-0.0079,-0.0335,-0.0037
7.384,-0.0682,0.2141,0.011,-0.023,-0.0488,-0.004
7.436,-0.0721,0.2073,0.014,-0.0316,-0.0783,-0.0091
7.484,-0.0725,0.1964,0.012,-0.0316,-0.1134,-0.0063
7.533,-0.0741,0.1828,0.01,-0.0347,-0.1583,-0.0061
7.584,-0.0759,0.1732,0.005,-0.0398,-0.1718,-0.0016
7.635,-0.0777,0.1666,0.002,-0.0388,-0.1503,-0.0015
7.684,-0.0787,0.1719,0.0,-0.037,-0.0733,-0.0246
7.739,-0.0819,0.192,0.0,-0.0497,0.0985,-0.0606
7.783,-0.0846,0.2251,0.0,-0.054,0.3056,-0.0956
7.834,-0.0878,0.2784,0.0,-0.0467,0.5169,-0.1155
7.884,-0.0872,0.324,0.003,-0.0171,0.628,-0.0082
7.934,-0.0856,0.3587,0.015,0.0112,0.6025,0.0922
7.984,-0.0816,0.3809,0.027,0.0562,0.4809,0.0885
8.033,-0.0745,0.3842,0.027,0.1009,0.2383,0.0651
8.086,-0.0655,0.3533,0.02,0.1399,-0.095,-0.0332
8.137,-0.057,0.309,0.015,0.1492,-0.405,-0.0438
8.183,-0.0572,0.2805,0.018,0.1276,-0.5548,0.0416
8.234,-0.0552,0.2473,0.024,0.0967,-0.5961,0.0783
8.284,-0.0519,0.2182,0.026,0.0721,-0.5831,0.0949
8.334,-0.0483,0.1822,0.03,0.0516,-0.6253,0.0226
8.383,-0.0457,0.1395,0.037,0.0225,-0.649,0.0627
8.433,-0.0464,0.1017,0.048,-0.012,-0.5812,0.1659
8.483,-0.0498,0.0788,0.064,-0.0439,-0.4452,0.1795
8.534,-0.0543,0.0722,0.065,-0.0652,-0.2384,0.1781
8.583,-0.0604,0.0855,0.064,-0.0741,0.0003,0.1302
8.633,-0.0651,0.1119,0.062,-0.0774,0.2458,0.1018
8.684,-0.0691,0.1489,0.066,-0.0725,0.4622,0.1013
8.734,-0.0725,0.1903,0.064,-0.0573,0.6199,0.1279
8.785,-0.0737,0.2303,0.074,-0.0376,0.7192,0.1262
8.835,-0.0746,0.2705,0.083,-0.0158,0.7155,0.1854
8.884,-0.0738,0.307,0.101,0.0049,0.6393,0.2075
8.934,-0.0718,0.3323,0.106,0.0215,0.5177,0.2223
8.984,-0.0697,0.3441,0.109,0.034,0.3603,0.1774
9.033,-0.0669,0.3479,0.117,0.0461,0.1875,0.1516
9.083,-0.0639,0.3444,0.119,0.0527,0.0135,0.1408
9.133,-0.061,0.3341,0.122,0.0541,-0.1384,0.1233
9.184,-0.0582,0.3144,0.127,0.0539,-0.2649,0.1175
9.233,-0.0556,0.2939,0.126,0.0499,-0.3579,0.1231
9.285,-0.0543,0.2731,0.138,0.0377,-0.4093,0.1134
9.333,-0.0528,0.2497,0.147,0.029,-0.4476,0.1346
9.383,-0.0516,0.2265,0.161,0.0202,-0.4411,0.1404
9.433,-0.0508,0.2013,0.161,0.0125,-0.4076,0.1544
9.483,-0.0497,0.185,0.175,0.0074,-0.3493,0.1264
9.533,-0.0497,0.1702,0.18,0.0004,-0.2794,0.1389
9.584,-0.0497,0.1602,0.181,-0.004,-0.2057,0.1202
9.634,-0.0498,0.1543,0.183,-0.0083,-0.1222,0.0989
9.683,-0.0504,0.1521,0.185,-0.0109,-0.0454,0.0856
9.733,-0.0509,0.1555,0.186,-0.0136,0.0308,0.0762
9.783,-0.0517,0.161,0.19,-0.0169,0.0942,0.0683
9.834,-0.0525,0.1695,0.19,-0.0193,0.1424,0.0697
9.883,-0.0533,0.1791,0.196,-0.0219,0.1861,0.0621
9.934,-0.0547,0.19,0.201,-0.0259,0.2071,0.0704
9.983,-0.0557,0.2035,0.21,-0.0234,0.213,0.0711
10.033,-0.0567,0.2157,0.208,-0.0259,0.2071,0.0805
10.082,-0.0579,0.2259,0.211,-0.0227,0.1925,0.0615
10.133,-0.0594,0.2345,0.216,-0.0224,0.1712,0.0625
10.186,-0.0599,0.242,0.22,-0.0203,0.1397,0.0626
10.235,-0.0608,0.2474,0.222,-0.018,0.1009,0.06
10.283,-0.0615,0.2518,0.229,-0.0152,0.0688,0.0545
10.333,-0.063,0.255,0.232,-0.0154,0.0357,0.0597
10.383,-0.0639,0.2549,0.233,-0.0144,0.0038,0.0509
10.433,-0.0646,0.2526,0.234,-0.0124,-0.0293,0.042
10.483,-0.0656,0.2498,0.237,-0.01,-0.0545,0.0349
10.533,-0.0661,0.2442,0.239,-0.0075,-0.0759,0.0319
10.584,-0.0669,0.2394,0.242,-0.0055,-0.0873,0.0278
10.633,-0.0665,0.2355,0.243,-0.0018,-0.0906,0.0242
10.683,-0.0673,0.2308,0.24,-0.0008,-0.0907,0.0181
10.732,-0.0662,0.2273,0.242,0.0041,-0.0789,0.0074
10.783,-0.066,0.2246,0.243,0.0089,-0.0627,0.0052
10.833,-0.064,0.2201,0.244,0.0129,-0.0435,0.0045
10.882,-0.0624,0.2182,0.243,0.0156,-0.0222,0.0037
10.933,-0.0614,0.2177,0.238,0.0152,0.0046,-0.0033
10.983,-0.0607,0.2199,0.239,0.0138,0.0361,-0.0168
11.033,-0.0602,0.2237,0.242,0.0104,0.074,-0.0113
11.083,-0.0596,0.2307,0.242,0.0051,0.106,0.0006
11.132,-0.0599,0.238,0.241,-0.0009,0.1308,-0.0039
11.182,-0.0619,0.2453,0.24,-0.01,0.1518,-0.0067
11.233,-0.0626,0.2547,0.241,-0.0158,0.1751,-0.0057
11.283,-0.0638,0.2642,0.235,-0.0196,0.1824,-0.0048
11.332,-0.0661,0.2732,0.236,-0.0245,0.1824,-0.0188
11.382,-0.068,0.283,0.235,-0.0236,0.1755,-0.0122
11.432,-0.068,0.2904,0.236,-0.0209,0.1641,-0.0125
11.483,-0.0696,0.2977,0.233,-0.0199,0.1459,-0.0067
11.532,-0.0704,0.3036,0.234,-0.0186,0.1283,-0.0125
11.582,-0.0707,0.307,0.23,-0.0154,0.1048,-0.0086
11.632,-0.0726,0.3129,0.233,-0.0155,0.0832,-0.0167
11.683,-0.0736,0.3162,0.233,-0.0118,0.065,-0.0033
11.733,-0.0745,0.3185,0.234,-0.0095,0.0458,-0.0025
11.782,-0.0748,0.3198,0.235,-0.0057,0.026,-0.0021
11.833,-0.0734,0.3194,0.237,0.0017,0.0095,0.0011
11.883,-0.0733,0.3184,0.235,0.0052,-0.0074,0.0062
11.933,-0.0721,0.3168,0.232,0.0108,-0.019,0.0
11.983,-0.07,0.3158,0.233,0.0145,-0.0256,-0.0103
12.033,-0.0688,0.3129,0.233,0.0177,-0.0334,-0.0058
12.083,-0.0672,0.311,0.233,0.0203,-0.0326,-0.0049
12.134,-0.0647,0.3097,0.233,0.0236,-0.0327,-0.0052
12.183,-0.0625,0.3076,0.229,0.0208,-0.0311,-0.0057
12.232,-0.0621,0.3068,0.229,0.0171,-0.0244,-0.0134
12.283,-0.0604,0.3057,0.232,0.0153,-0.0185,-0.0093
12.334,-0.0595,0.3051,0.234,0.0116,-0.0123,-0.0008
12.382,-0.0585,0.3056,0.232,0.0097,-0.0004,0.0005
12.432,-0.0577,0.3078,0.23,0.0036,0.0075,-0.0061
12.483,-0.0581,0.3108,0.23,-0.0023,0.0169,-0.0109
12.532,-0.0601,0.3127,0.227,-0.0121,0.0235,-0.0079
12.582,-0.0603,0.3149,0.227,-0.0178,0.0244,-0.0134
12.632,-0.0616,0.3175,0.226,-0.0228,0.0283,-0.0132
12.682,-0.063,0.3199,0.227,-0.0275,0.0289,-0.01
12.732,-0.0653,0.3234,0.225,-0.0259,0.0301,-0.0064
12.782,-0.0664,0.326,0.226,-0.0238,0.0266,-0.0076
12.833,-0.0663,0.3287,0.223,-0.0187,0.0242,-0.0045
12.882,-0.066,0.3315,0.224,-0.0112,0.0228,-0.0103
12.932,-0.0656,0.3334,0.224,-0.0085,0.0184,-0.0061
12.983,-0.0652,0.336,0.225,-0.0044,0.0096,-0.0033
13.032,-0.0639,0.3359,0.223,0.0012,0.0019,-0.0013
13.082,-0.0623,0.3369,0.225,0.0077,-0.0114,-0.0053
13.132,-0.0607,0.3358,0.226,0.0107,-0.0221,-0.001
13.181,-0.058,0.3343,0.227,0.0178,-0.0342,0.0011
13.232,-0.0556,0.3318,0.226,0.019,-0.0456,0.0008
13.282,-0.0527,0.3292,0.224,0.0194,-0.0489,-0.0056
13.332,-0.0518,0.3273,0.221,0.0176,-0.0518,-0.0098
13.382,-0.0498,0.3253,0.222,0.0162,-0.052,-0.0146
13.432,-0.0482,0.3232,0.224,0.0123,-0.0523,-0.0122
13.482,-0.0465,0.3205,0.224,0.0091,-0.0502,-0.0061
13.531,-0.0457,0.3187,0.223,0.004,-0.0476,-0.0076
13.581,-0.0454,0.3165,0.224,-0.0012,-0.0421,-0.0072
13.632,-0.045,0.3149,0.224,-0.0061,-0.0373,-0.0062
13.681,-0.0453,0.313,0.219,-0.0113,-0.0339,-0.0073
13.732,-0.0462,0.3126,0.225,-0.0185,-0.027,-0.0151
13.782,-0.0479,0.311,0.22,-0.0217,-0.0223,0.0013
13.831,-0.0495,0.3111,0.219,-0.0254,-0.0143,-0.0132
13.881,-0.0509,0.3124,0.215,-0.0255,-0.0052,-0.0152
13.931,-0.0507,0.3146,0.218,-0.019,0.0045,-0.0185
13.982,-0.0511,0.3162,0.217,-0.0111,0.0111,-0.0086
14.032,-0.0513,0.3184,0.217,-0.0051,0.0163,-0.0101
14.082,-0.0501,0.3202,0.212,0.0078,0.0174,-0.0065
14.131,-0.0464,0.322,0.217,0.0233,0.0144,-0.017
14.183,-0.0435,0.3245,0.216,0.0363,0.0124,-0.0022
14.232,-0.0399,0.3246,0.216,0.0459,0.0072,-0.0058
14.281,-0.0361,0.3259,0.214,0.0573,0.001,-0.0066
14.331,-0.032,0.3265,0.216,0.0625,-0.0056,-0.0093
14.382,-0.0271,0.3252,0.211,0.0677,-0.0144,-0.0045
14.431,-0.0238,0.3245,0.214,0.0706,-0.0209,-0.0137
14.483,-0.0189,0.3232,0.214,0.0703,-0.0233,-0.0038
14.532,-0.015,0.322,0.212,0.0729,-0.0289,-0.0059
14.582,-0.0111,0.32,0.212,0.0706,-0.0315,-0.009
14.632,-0.0073,0.3186,0.213,0.0649,-0.0326,-0.0052
14.684,-0.0025,0.3172,0.212,0.0655,-0.0313,-0.0025
14.731,0.0007,0.3154,0.211,0.0613,-0.0345,-0.0039
14.782,0.0046,0.3143,0.213,0.0593,-0.0308,-0.0061
14.832,0.0075,0.3121,0.211,0.0572,-0.0305,0.0012
14.881,0.0112,0.3104,0.21,0.055,-0.0276,-0.004
14.932,0.0135,0.3095,0.208,0.0523,-0.0238,-0.0069
14.982,0.0161,0.3085,0.209,0.0513,-0.0204,-0.0079
15.031,0.0188,0.3083,0.209,0.0518,-0.016,-0.0037
15.081,0.0215,0.3072,0.209,0.0532,-0.0149,-0.0009
15.131,0.0249,0.307,0.211,0.0597,-0.0115,0.0001
15.182,0.0283,0.3066,0.21,0.061,-0.0095,0.0065
15.232,0.0314,0.3066,0.213,0.064,-0.0066,0.002
15.281,0.034,0.3069,0.209,0.065,-0.0067,0.0077
15.331,0.0367,0.3069,0.21,0.0679,-0.0029,-0.0017
15.382,0.039,0.3081,0.212,0.0726,-0.0016,0.0002
15.431,0.0433,0.3075,0.213,0.0781,-0.0047,0.0022
15.481,0.048,0.3073,0.211,0.0864,-0.0071,0.0037
15.531,0.0531,0.3068,0.211,0.0945,-0.009,-0.0024
15.582,0.0559,0.306,0.209,0.101,-0.0093,-0.0046
15.631,0.0596,0.3055,0.209,0.107,-0.0102,-0.008
15.681,0.0635,0.3045,0.209,0.1121,-0.0136,-0.006
15.732,0.0686,0.3036,0.207,0.1246,-0.0131,-0.0065
15.783,0.0745,0.3027,0.211,0.1307,-0.0135,-0.0102
15.833,0.0799,0.3024,0.204,0.1385,-0.0142,-0.0027
15.882,0.0859,0.3013,0.207,0.1435,-0.0159,-0.0197
15.934,0.0919,0.3002,0.21,0.1541,-0.0157,-0.0062
15.982,0.0987,0.3004,0.209,0.1611,-0.0141,0.0044
16.032,0.107,0.2991,0.209,0.1654,-0.0143,-0.0025
16.082,0.1149,0.2987,0.207,0.1716,-0.013,-0.0045
16.131,0.1222,0.2981,0.205,0.1765,-0.0134,-0.0086
16.182,0.1297,0.2968,0.206,0.1845,-0.0127,-0.0141
16.232,0.1378,0.2957,0.205,0.1867,-0.0134,-0.0114
16.282,0.1456,0.2947,0.207,0.1893,-0.0152,-0.0095
16.332,0.1547,0.2937,0.205,0.1938,-0.0153,-0.0054
16.382,0.1644,0.2921,0.204,0.1993,-0.0153,-0.0112
16.433,0.1733,0.2918,0.203,0.2008,-0.0116,-0.0115
16.482,0.1833,0.2909,0.202,0.2115,-0.0118,-0.0116
16.532,0.1928,0.2902,0.198,0.2182,-0.0077,-0.0128
16.58,0.2047,0.2896,0.202,0.2243,-0.0042,-0.0179
16.635,0.2153,0.2896,0.201,0.2263,-0.0021,-0.0073
16.681,0.2266,0.2893,0.2,0.2314,-0.0011,-0.0071
16.731,0.2375,0.2895,0.202,0.2377,0.0009,-0.009
16.782,0.2489,0.2895,0.2,0.238,0.0017,-0.0011
16.831,0.2604,0.2898,0.199,0.2382,0.0025,-0.006
16.88,0.2737,0.29,0.195,0.2378,0.0023,-0.0063
16.931,0.2845,0.2905,0.198,0.2356,0.0028,-0.0084
16.982,0.2952,0.2905,0.199,0.2315,-0.0005,0.0033
17.031,0.3067,0.2901,0.2,0.2382,0.0003,0.0024
17.083,0.3176,0.2905,0.196,0.2369,0.002,0.0058
17.135,0.3304,0.2913,0.198,0.2364,0.0016,0.0002
17.185,0.3415,0.2913,0.202,0.2362,0.0003,0.0065
17.23,0.3535,0.2913,0.2,0.2393,-0.0011,0.0165
17.283,0.3645,0.2911,0.2,0.2445,-0.0037,0.0071
17.331,0.3765,0.2917,0.197,0.2465,-0.0026,0.0102
17.383,0.3882,0.291,0.202,0.2484,-0.0055,0.0034
17.432,0.4021,0.2913,0.201,0.2496,-0.0081,0.0143
17.481,0.4137,0.2911,0.203,0.2477,-0.0098,0.0134
17.531,0.4254,0.2909,0.201,0.248,-0.0123,0.0142
17.58,0.4372,0.2897,0.205,0.2495,-0.0174,0.0061
17.631,0.4487,0.2889,0.204,0.2463,-0.0196,0.0187
17.682,0.4623,0.2878,0.204,0.2446,-0.0213,0.0138
17.732,0.4734,0.2873,0.205,0.2427,-0.0223,0.0123
17.781,0.4854,0.2859,0.206,0.2452,-0.0197,0.0155
17.856,0.4963,0.2848,0.204,0.2438,-0.019,0.0163
17.881,0.5086,0.2843,0.207,0.2515,-0.013,0.0074
17.931,0.5208,0.2843,0.205,0.2548,-0.0076,0.0131
17.981,0.5333,0.2839,0.209,0.2506,-0.0047,0.0062
18.03,0.5456,0.2842,0.209,0.2535,-0.0005,0.0115
18.082,0.5576,0.285,0.206,0.2511,0.0009,0.0077
18.132,0.5691,0.2859,0.206,0.2522,0.0016,-0.0028
18.18,0.5799,0.2857,0.207,0.2486,0.0006,-0.0043
18.232,0.5918,0.287,0.209,0.2481,0.0039,-0.0023
18.281,0.6049,0.2873,0.205,0.2452,0.0005,0.0042
18.332,0.6168,0.2885,0.208,0.2464,0.0005,-0.0107
18.382,0.6293,0.2901,0.208,0.249,0.0003,-0.0007
18.431,0.6413,0.2896,0.207,0.2517,-0.0045,-0.0032
18.481,0.6524,0.2907,0.209,0.2495,-0.0053,-0.0074
18.531,0.6657,0.2906,0.207,0.2499,-0.0084,-0.0019
18.58,0.6787,0.2911,0.207,0.2499,-0.0127,-0.0057
18.632,0.691,0.2912,0.209,0.2508,-0.0166,-0.0039
18.683,0.704,0.2914,0.206,0.2584,-0.0193,0.001
18.73,0.7171,0.2918,0.205,0.2559,-0.0211,-0.0091
18.781,0.7286,0.2916,0.205,0.253,-0.0255,-0.0112
18.83,0.7425,0.2911,0.207,0.253,-0.0277,-0.0089
18.88,0.7554,0.2908,0.206,0.2492,-0.0333,-0.0038
18.93,0.7674,0.2895,0.203,0.2456,-0.037,-0.0071
18.981,0.7792,0.2888,0.203,0.2468,-0.0401,-0.0147
19.03,0.7916,0.2874,0.203,0.2411,-0.0435,-0.0118
19.08,0.8051,0.285,0.203,0.2355,-0.0496,-0.0083
19.13,0.817,0.2829,0.203,0.232,-0.0544,-0.0101
19.18,0.8281,0.2804,0.2,0.2244,-0.0574,-0.007
19.231,0.8383,0.2772,0.199,0.2196,-0.0621,-0.0115
19.281,0.8478,0.2746,0.199,0.2126,-0.0595,-0.0112
19.334,0.8575,0.2719,0.201,0.2087,-0.0614,-0.0083
19.38,0.8685,0.2685,0.2,0.2053,-0.0588,-0.0018
19.431,0.8788,0.2656,0.198,0.2057,-0.0555,-0.0042
19.479,0.888,0.2629,0.199,0.2059,-0.0529,-0.0069
19.531,0.8985,0.2604,0.199,0.2116,-0.0488,-0.0031
19.583,0.9096,0.2577,0.199,0.2128,-0.0435,0.0003
19.633,0.9217,0.2555,0.201,0.2136,-0.0407,-0.0012
19.68,0.933,0.2538,0.194,0.216,-0.0359,0.0052
19.73,0.9438,0.2518,0.198,0.2155,-0.033,-0.0111
19.78,0.9543,0.2502,0.197,0.2181,-0.0277,0.0024
19.83,0.9646,0.2492,0.197,0.2159,-0.0252,-0.0018
19.88,0.9757,0.247,0.199,0.2128,-0.0249,-0.0007
19.933,0.9877,0.2449,0.202,0.2079,-0.0219,0.0053
19.98,0.9979,0.2434,0.196,0.2093,-0.0216,0.0113
20.03,1.0081,0.2412,0.2,0.2054,-0.0182,-0.0046
20.08,1.0184,0.24,0.198,0.2061,-0.0159,0.0102
20.13,1.0289,0.2386,0.2,0.202,-0.0143,0.0039
20.181,1.0396,0.2371,0.203,0.1932,-0.0121,0.0052
