time_s,state,x_m,y_m,z_down_m,edge_event,edge_x_m,edge_y_m,yaw_deg,roll_deg,pitch_deg,yaw_ref_deg,vx_ms,vy_ms,vz_ms,range_front_m,range_back_m,range_left_m,range_right_m,range_up_m,target_x_m,target_y_m,local_x_min_m,local_x_max_m,local_y_min_m,local_y_max_m
1.683,,0.1852,-0.2568,0.011,,,,116.72,-1.6,0.53,0.0,0.007,0.0001,0.001,0.679,0.361,,1.098,,,,,,,
1.732,,0.1852,-0.2568,0.011,,,,116.23,-1.6,0.53,0.0,0.0068,0.0004,-0.0018,0.679,0.361,,1.098,,,,,,,
1.787,,0.1848,-0.257,0.011,,,,115.75,-1.62,0.53,0.0,0.0049,-0.0005,-0.0031,0.679,0.359,,,,,,,,,
1.841,,0.1855,-0.258,0.012,,,,115.26,-1.61,0.57,0.0,0.0081,-0.0052,-0.0038,0.679,0.359,,,,,,,,,
1.884,,0.1853,-0.2576,0.01,,,,114.77,-1.62,0.55,0.0,0.0068,-0.0031,-0.0021,0.679,0.359,,,,,,,,,
1.933,,0.1852,-0.2572,0.012,,,,114.29,-1.61,0.53,0.0,0.0058,-0.0007,-0.005,0.679,0.359,,,,,,,,,
1.982,,0.1846,-0.2575,0.013,,,,113.8,-1.64,0.53,0.0,0.0018,-0.0018,-0.0025,0.677,0.362,,,,,,,,,
2.059,,0.1853,-0.2569,0.01,,,,113.32,-1.6,0.52,0.0,0.0061,0.0004,0.0016,0.677,0.362,,,,,,,,,
2.084,,0.1869,-0.2575,0.01,,,,112.84,-1.55,0.57,0.0,0.0148,-0.0029,-0.003,0.681,0.36,2.363,,,,,,,,
2.145,,0.1847,-0.2576,0.012,,,,112.36,-1.64,0.55,0.0,0.0033,-0.0031,-0.0055,0.681,0.36,2.363,,,,,,,,
2.183,,0.1856,-0.2597,0.012,,,,111.89,-1.64,0.64,0.0,0.0074,-0.0145,-0.0029,0.682,0.357,,1.123,,,,,,,
2.233,,0.1856,-0.2569,0.01,,,,111.41,-1.6,0.53,0.0,0.0073,-0.0002,-0.0006,0.682,0.357,,1.123,,,,,,,
2.282,,0.1856,-0.2571,0.014,,,,110.93,-1.6,0.54,0.0,0.0073,-0.001,-0.0038,0.679,0.359,,1.123,,,,,,,
2.368,,0.1857,-0.2569,0.01,,,,110.46,-1.59,0.52,0.0,0.0076,0.0003,0.0036,0.679,0.359,,1.123,,,,,,,
2.41,,0.1858,-0.2574,0.013,,,,109.99,-1.59,0.54,0.0,0.0082,-0.0024,-0.0011,0.68,0.357,,,,,,,,,
2.434,,0.1847,-0.2576,0.011,,,,109.52,-1.63,0.54,0.0,0.003,-0.0033,0.0029,0.68,0.357,,,,,,,,,
2.483,,0.1852,-0.2572,0.011,,,,109.05,-1.61,0.53,0.0,0.0051,-0.0014,0.0002,0.679,0.357,,1.112,,,,,,,
2.532,,-0.0,-0.0,0.012,,,,-0.0,0.0,-0.0,0.0,-0.0015,-0.0014,-0.0002,0.679,0.357,,1.112,,,,,,,
2.583,,0.0001,-0.0005,0.009,,,,-0.0,-0.04,0.01,0.0,0.0031,-0.0161,-0.0008,0.68,0.358,,,,,,,,,
2.657,,-0.0003,-0.002,0.009,,,,-0.01,0.13,0.24,0.0,-0.0015,-0.0359,-0.0045,0.68,0.358,,,,,,,,,
2.694,,0.0005,-0.0021,0.011,,,,-0.01,-0.33,0.04,0.0,0.0078,-0.0321,-0.0065,0.684,0.358,,1.092,,,,,,,
2.732,,0.0006,-0.0028,0.011,,,,-0.01,-0.56,0.12,0.0,0.0076,-0.0333,-0.0037,0.684,0.358,,1.092,,,,,,,
2.782,,0.0006,-0.0022,0.009,,,,-0.01,-0.92,0.19,0.0,0.0065,-0.0241,-0.0013,0.679,0.36,,1.007,,,,,,,
2.832,,0.0007,-0.0016,0.01,,,,-0.01,-1.2,0.23,0.0,0.0063,-0.0154,-0.0048,0.679,0.36,,1.007,,,,,,,
2.882,,0.0,-0.0022,0.012,,,,-0.02,-1.23,0.35,0.0,0.0012,-0.0178,-0.0038,0.677,0.361,,1.092,,,,,,,
2.954,,-0.0011,-0.0014,0.012,,,,-0.02,-1.39,0.47,0.0,-0.0062,-0.0111,0.0015,0.677,0.361,,1.092,,,,,,,
2.999,,0.0006,-0.0025,0.013,,,,-0.02,-1.33,0.3,0.0,0.0047,-0.0179,0.0037,0.68,0.359,,,,,,,,,
3.032,,0.0002,-0.0023,0.01,,,,-0.02,-1.4,0.34,0.0,0.0022,-0.0151,0.0072,0.68,0.359,,,,,,,,,
3.082,,0.0003,-0.0009,0.011,,,,-0.02,-1.54,0.34,0.0,0.0026,-0.0058,0.0019,0.677,0.356,,,,,,,,,
3.131,,-0.0,-0.0009,0.011,,,,-0.03,-1.56,0.37,0.0,0.0016,-0.005,0.0005,0.677,0.356,,,,,,,,,
3.183,,-0.0003,-0.0014,0.012,,,,-0.03,-1.54,0.39,0.0,-0.0011,-0.0075,-0.001,0.68,0.362,,1.097,,,,,,,
3.243,,0.0005,-0.0023,0.012,,,,-0.03,-1.5,0.35,0.0,0.0034,-0.0117,0.0008,0.68,0.362,,1.097,,,,,,,
3.289,,-0.0001,-0.0019,0.013,,,,-0.04,-1.53,0.39,0.0,0.0003,-0.0091,0.0014,0.679,0.362,,,,,,,,,
3.332,,0.0003,-0.0018,0.011,,,,-0.04,-1.54,0.37,0.0,0.0024,-0.0079,0.0037,0.679,0.362,,,,,,,,,
3.382,,0.0006,-0.0008,0.011,,,,-0.04,-1.6,0.36,0.0,0.0037,-0.0027,-0.0,0.683,0.363,,,,,,,,,
3.432,,-0.0006,-0.0047,0.011,,,,-0.05,-1.43,0.42,0.0,-0.0017,-0.0208,-0.0023,0.683,0.363,,,,,,,,,
3.482,,0.0003,-0.0041,0.011,,,,-0.05,-1.47,0.38,0.0,0.0021,-0.0175,-0.0033,0.68,0.356,,,,,,,,,
3.536,,0.0003,-0.0017,0.012,,,,-0.05,-1.56,0.39,0.0,0.0019,-0.0067,-0.0029,0.68,0.356,,,,,,,,,
3.589,,0.0003,-0.0015,0.011,,,,-0.05,-1.57,0.38,0.0,0.0021,-0.0062,-0.0006,0.674,0.374,,,,,,,,,
3.631,,0.0003,-0.0019,0.012,,,,-0.06,-1.56,0.38,0.0,0.0015,-0.0082,-0.0011,0.674,0.374,,,,,,,,,
3.682,,0.0007,-0.0006,0.012,,,,-0.06,-1.6,0.36,0.0,0.0028,-0.0032,0.0005,0.682,0.358,,1.049,,,,,,,
3.732,,-0.0012,-0.0016,0.01,,,,-0.06,-1.57,0.43,0.0,-0.0043,-0.0074,0.0011,0.682,0.358,,1.049,,,,,,,
3.82,,-0.0001,-0.0005,0.012,,,,-0.06,-1.6,0.39,0.0,0.0003,-0.0031,-0.0028,0.681,0.371,,1.121,,,,,,,
3.832,,-0.0007,-0.0004,0.012,,,,-0.07,-1.6,0.41,0.0,-0.002,-0.0031,-0.001,0.681,0.371,,1.121,,,,,,,
3.883,,0.0005,-0.0005,0.01,,,,-0.07,-1.6,0.37,0.0,0.0029,-0.0035,-0.0002,0.677,0.359,,,,,,,,,
3.932,,-0.0008,-0.0012,0.01,,,,-0.07,-1.58,0.42,0.0,-0.0027,-0.0059,-0.0037,0.677,0.359,,,,,,,,,
3.982,,0.0005,-0.0005,0.012,,,,-0.08,-1.6,0.37,0.0,0.0031,-0.0032,-0.0054,0.68,0.359,,1.116,,,,,,,
4.032,,-0.0001,-0.0006,0.011,,,,-0.08,-1.59,0.4,0.0,0.0003,-0.004,-0.0014,0.68,0.359,,1.116,,,,,,,
4.115,,-0.0026,-0.0022,0.013,,,,-0.08,-1.54,0.48,0.0,-0.0106,-0.0113,-0.0013,0.683,0.359,,,,,,,,,
4.147,,-0.0021,-0.0017,0.013,,,,-0.08,-1.56,0.46,0.0,-0.0089,-0.0091,0.004,0.683,0.359,,,,,,,,,
4.181,,0.0001,-0.0004,0.011,,,,-0.09,-1.59,0.38,0.0,0.002,-0.0031,0.0063,0.686,0.36,,,,,,,,,
4.232,,0.0005,-0.0023,0.012,,,,-0.09,-1.53,0.37,0.0,0.0034,-0.012,0.0012,0.686,0.36,,,,,,,,,
4.282,,0.0001,-0.0004,0.012,,,,-0.09,-1.6,0.38,0.0,0.0026,-0.003,0.0015,0.679,0.36,2.346,,,,,,,,
4.333,,-0.0008,-0.0003,0.011,,,,-0.09,-1.61,0.41,0.0,-0.0013,-0.0024,0.0011,0.679,0.36,2.346,,,,,,,,
4.411,,0.0004,-0.0011,0.011,,,,-0.09,-1.59,0.37,0.0,0.0038,-0.0058,-0.0024,0.677,0.371,,,,,,,,,
4.446,,0.0,-0.002,0.011,,,,-0.09,-1.55,0.39,0.0,0.002,-0.01,-0.0036,0.677,0.371,,,,,,,,,
4.481,,0.0,-0.0005,0.013,,,,-0.1,-1.61,0.38,0.0,0.0015,-0.0034,-0.0047,0.679,0.362,,,,,,,,,
4.532,,-0.0013,-0.0036,0.012,,,,-0.1,-1.5,0.44,0.0,-0.0044,-0.0173,-0.0008,0.679,0.362,,,,,,,,,
4.582,,-0.0,-0.0014,0.012,,,,-0.1,-1.58,0.39,0.0,0.002,-0.007,-0.0008,0.679,0.361,,,,,,,,,
4.632,,-0.0028,-0.0004,0.009,,,,-0.1,-1.61,0.49,0.0,-0.0107,-0.0026,-0.0007,0.679,0.361,,,,,,,,,
4.704,,-0.0,-0.0007,0.012,,,,-0.1,-1.61,0.38,0.0,0.0024,-0.0036,-0.0061,0.681,0.363,,1.11,,,,,,,
4.741,,0.0003,-0.0025,0.012,,,,-0.11,-1.54,0.38,0.0,0.0035,-0.0122,-0.0029,0.681,0.363,,1.11,,,,,,,
4.781,,0.0003,-0.0005,0.012,,,,-0.11,-1.61,0.38,0.0,0.0033,-0.003,-0.0011,0.678,0.353,,,,,,,,,
4.832,,-0.0022,-0.0005,0.012,,,,-0.11,-1.61,0.47,0.0,-0.0083,-0.0024,-0.0001,0.678,0.353,,,,,,,,,
4.882,,-0.001,-0.0014,0.013,,,,-0.11,-1.58,0.43,0.0,-0.0023,-0.0066,0.0005,0.68,0.357,,1.043,,,,,,,
4.931,,-0.0001,-0.001,0.014,,,,-0.11,-1.59,0.4,0.0,0.0017,-0.0046,0.0025,0.68,0.357,,1.043,,,,,,,
4.996,,-0.0015,-0.0015,0.013,,,,-0.11,-1.57,0.45,0.0,-0.0049,-0.0074,0.0061,0.679,0.357,,,,,,,,,
5.039,,-0.0023,-0.0028,0.013,,,,-0.11,-1.52,0.48,0.0,-0.0093,-0.0139,0.005,0.679,0.357,,,,,,,,,
5.081,,-0.001,-0.0014,0.013,,,,-0.12,-1.58,0.44,0.0,-0.0033,-0.0069,0.004,0.679,0.36,,,,,,,,,
5.132,,0.0002,-0.0024,0.013,,,,-0.12,-1.54,0.4,0.0,0.0026,-0.0129,0.0023,0.679,0.36,,,,,,,,,
5.181,,0.0001,-0.0005,0.012,,,,-0.12,-1.61,0.39,0.0,0.0018,-0.0022,0.0016,0.682,0.37,,,,,,,,,
5.231,,0.0002,-0.0008,0.011,,,,-0.13,-1.6,0.39,0.0,0.0022,-0.0037,-0.0023,0.682,0.37,,,,,,,,,
5.286,,-0.0025,-0.0026,0.013,,,,-0.13,-1.53,0.49,0.0,-0.0122,-0.0133,-0.0062,0.682,0.359,,,,,,,,,
5.342,,-0.0001,-0.0015,0.01,,,,-0.13,-1.57,0.39,0.0,0.0016,-0.007,-0.0026,0.682,0.359,,,,,,,,,
5.389,,0.0002,-0.0005,0.013,,,,-0.13,-1.6,0.37,0.0,0.003,-0.0019,-0.0083,0.677,0.372,,1.077,,,,,,,
5.432,,-0.0008,-0.0005,0.011,,,,-0.13,-1.6,0.42,0.0,-0.0022,-0.0018,-0.0028,0.677,0.372,,1.077,,,,,,,
5.483,,-0.0001,-0.0013,0.012,,,,-0.13,-1.57,0.4,0.0,0.001,-0.0065,-0.0047,0.679,0.361,,,,,,,,,
5.546,,-0.002,-0.0017,0.013,,,,-0.13,-1.55,0.47,0.0,-0.0089,-0.0086,-0.0033,0.679,0.361,,,,,,,,,
5.607,,-0.0008,-0.0016,0.012,,,,-0.14,-1.55,0.42,0.0,-0.0018,-0.0087,0.001,0.679,0.376,,1.119,,,,,,,
5.635,,-0.0005,-0.0004,0.011,,,,-0.14,-1.6,0.4,0.0,-0.0004,-0.0017,-0.0001,0.679,0.376,,1.119,,,,,,,
5.682,,0.0,-0.0004,0.009,,,,-0.14,-1.6,0.38,0.0,0.0027,-0.0026,-0.0026,0.679,0.356,,,,,,,,,
5.731,,-0.0006,-0.0004,0.013,,,,-0.14,-1.6,0.4,0.0,0.0003,-0.0025,-0.0082,0.679,0.356,,,,,,,,,
5.781,,-0.0004,-0.0004,0.014,,,,-0.14,-1.6,0.4,0.0,0.0017,-0.0022,-0.0016,0.679,0.372,,,,,,,,,
5.864,,-0.002,-0.0008,0.012,,,,-0.14,-1.58,0.48,0.0,-0.008,-0.0047,0.0041,0.679,0.372,,,,,,,,,
5.91,,-0.0004,-0.0011,0.014,,,,-0.15,-1.57,0.4,0.0,0.0016,-0.0063,0.0025,0.68,0.358,,1.114,,,,,,,
5.931,,-0.0004,-0.0015,0.011,,,,-0.15,-1.55,0.39,0.0,0.0025,-0.0089,0.0064,0.68,0.358,,1.114,,,,,,,
5.983,,-0.0001,-0.0005,0.011,,,,-0.16,-1.6,0.38,0.0,0.0046,-0.0014,0.0007,0.68,0.355,,1.103,,,,,,,
6.031,,-0.0003,-0.0015,0.012,,,,-0.16,-1.56,0.39,0.0,0.0039,-0.0064,-0.0027,0.68,0.355,,1.103,,,,,,,
6.081,,-0.0004,-0.0005,0.012,,,,-0.16,-1.6,0.41,0.0,0.004,-0.0002,-0.002,0.68,0.361,2.459,,,,,,,,
6.159,,-0.0004,-0.0016,0.012,,,,-0.16,-1.55,0.41,0.0,0.0042,-0.0062,-0.0013,0.68,0.361,2.459,,,,,,,,
6.182,,-0.001,-0.0012,0.013,,,,-0.16,-1.56,0.45,0.0,0.0002,-0.0039,-0.0012,0.679,0.363,,,,,,,,,
6.244,,-0.0022,-0.0025,0.009,,,,-0.17,-1.5,0.51,-0.0,-0.0063,-0.0114,0.001,0.679,0.363,,,,,,,,,
6.297,,-0.0002,-0.0004,0.007,,,,-0.19,-1.74,0.45,-0.0,0.0031,0.0072,-0.0053,0.685,0.36,,1.19,,,,,,,
6.33,,-0.0026,0.0002,0.005,,,,-0.26,-1.81,0.64,-0.0,-0.0132,0.0216,-0.016,0.685,0.36,,1.19,,,,,,,
6.382,,-0.0058,0.0086,0.002,,,,-0.34,-1.82,0.75,-0.0,-0.0301,0.0735,-0.0098,0.68,0.362,,,,,,,,,
6.47,,-0.0122,0.0217,0.0,,,,-0.4,0.03,0.79,-0.0,-0.061,0.1282,0.006,0.68,0.362,,,,,,,,,
6.498,,-0.0234,0.0295,0.0,,,,-0.49,0.95,0.48,-0.0,-0.1079,0.1306,0.0216,0.679,0.411,,0.221,,,,,,,
6.533,,-0.0247,0.026,0.0,,,,-0.65,2.13,-0.36,-0.0,-0.087,0.0685,0.0623,0.679,0.411,,0.221,,,,,,,
6.582,,-0.0224,0.0213,0.007,,,,-0.85,2.72,-1.32,-0.0,-0.0487,0.0088,0.0627,0.679,0.433,,,,,,,,,
6.631,,-0.0233,0.0115,0.022,,,,-1.03,2.25,-1.42,-0.0,-0.0309,-0.0628,0.0924,0.679,0.433,,,,,,,,,
6.682,,-0.0266,0.0046,0.035,,,,-1.11,1.39,-0.94,-0.0,-0.0315,-0.0972,0.1452,0.67,0.433,,1.388,,,,,,,
6.772,,-0.025,-0.0022,0.051,,,,-1.15,0.48,-0.95,-0.0,-0.0075,-0.1167,0.1783,0.67,0.433,,1.388,,,,,,,
6.781,,-0.0232,-0.0103,0.064,,,,-1.08,-0.49,-0.84,-0.0,0.0116,-0.1285,0.2141,0.664,0.448,,1.388,,,,,,,
6.834,,-0.0194,-0.0182,0.078,,,,-1.04,-1.34,-0.46,-0.0,0.0331,-0.1285,0.2198,0.664,0.448,,1.388,,,,,,,
6.881,,-0.0161,-0.0245,0.086,,,,-0.91,-2.01,-0.2,-0.0,0.0433,-0.1138,0.2252,0.656,0.467,,1.391,,,,,,,
6.932,,-0.0113,-0.0296,0.096,,,,-0.71,-2.2,-0.04,-0.0,0.0575,-0.0951,0.1994,0.656,0.467,,1.391,,,,,,,
6.981,,-0.0071,-0.031,0.101,,,,-0.54,-2.24,0.15,-0.0,0.065,-0.0621,0.1801,0.648,,,1.386,,,,,,,
7.07,,-0.0038,-0.0314,0.105,,,,-0.38,-2.01,0.43,-0.0,0.0638,-0.0332,0.1553,0.648,,,1.386,,,,,,,
7.081,,0.0007,-0.032,0.112,,,,-0.25,-1.71,0.65,-0.0,0.0666,-0.014,0.1298,0.638,,2.532,1.371,,,,,,,
7.136,,0.0035,-0.0311,0.114,,,,-0.22,-1.11,0.87,-0.0,0.0586,0.0048,0.1192,0.638,,2.532,1.371,,,,,,,
7.2,,0.0075,-0.0298,0.122,,,,-0.2,-0.72,0.87,-0.0,0.0575,0.0168,0.0999,0.638,,,1.377,,,,,,,
7.231,,0.0107,-0.0277,0.122,,,,-0.24,-0.33,1.11,-0.0,0.0521,0.0273,0.0996,0.638,,,1.377,,,,,,,
7.281,,0.0145,-0.0267,0.127,,,,-0.4,0.1,1.08,-0.0,0.049,0.0271,0.0839,0.628,,,1.39,,,,,,,
7.367,,0.0155,-0.0252,0.131,,,,-0.55,0.3,1.05,-0.0,0.0348,0.0262,0.0825,0.628,,,1.39,,,,,,,
7.38,,0.0185,-0.0239,0.139,,,,-0.71,0.44,1.0,-0.0,0.0317,0.0239,0.0835,0.628,,2.423,1.389,,,,,,,
7.435,,0.0195,-0.0234,0.14,,,,-0.9,0.63,0.99,-0.0,0.0217,0.0166,0.0914,0.628,,2.423,1.389,,,,,,,
7.481,,0.0204,-0.0228,0.141,,,,-1.1,0.8,0.92,-0.0,0.0133,0.0108,0.0847,0.62,,2.442,1.385,,,,,,,
7.532,,0.0191,-0.0224,0.148,,,,-1.23,0.73,0.74,-0.0,-0.0009,0.0041,0.0751,0.62,,2.442,1.385,,,,,,,
7.581,,0.0178,-0.022,0.151,,,,-1.35,0.62,0.52,-0.0,-0.0107,-0.0002,0.0829,0.624,,,1.39,,,,,,,
7.661,,0.0136,-0.0209,0.155,,,,-1.47,0.29,0.42,-0.0,-0.0281,0.0001,0.0824,0.624,,,1.39,,,,,,,
7.698,,0.0117,-0.0223,0.16,,,,-1.56,0.39,0.02,-0.0,-0.0321,-0.0074,0.0797,0.625,,2.431,1.386,,,,,,,
7.741,,0.0094,-0.0254,0.163,,,,-1.64,0.27,-0.18,-0.0,-0.0338,-0.0194,0.0823,0.625,,2.431,1.386,,,,,,,
7.78,,0.0089,-0.029,0.171,,,,-1.67,0.05,-0.31,-0.0,-0.0278,-0.0297,0.0782,0.623,,,1.383,,,,,,,
7.831,,0.0079,-0.0321,0.173,,,,-1.59,-0.06,-0.32,-0.0,-0.0243,-0.0353,0.0847,0.623,,,1.383,,,,,,,
7.881,,0.0069,-0.0344,0.176,,,,-1.5,-0.22,-0.5,-0.0,-0.0203,-0.036,0.0795,0.623,,,1.375,,,,,,,
7.974,,0.0054,-0.0375,0.179,,,,-1.44,-0.36,-0.37,-0.0,-0.0183,-0.038,0.073,0.623,,,1.375,,,,,,,
8.008,,0.0045,-0.0404,0.188,,,,-1.4,-0.49,-0.23,-0.0,-0.0158,-0.0376,0.0706,0.625,,2.446,1.369,,,,,,,
8.051,,0.0045,-0.0442,0.189,,,,-1.35,-0.47,-0.12,-0.0,-0.012,-0.0398,0.079,0.625,,2.446,1.369,,,,,,,
8.081,,0.0036,-0.0468,0.194,,,,-1.36,-0.46,-0.26,-0.0,-0.0115,-0.0381,0.0675,0.62,,,1.362,,,,,,,
8.131,,0.0041,-0.0502,0.196,,,,-1.38,-0.64,-0.38,-0.0,-0.0059,-0.0384,0.0616,0.62,,,1.362,,,,,,,
8.182,,0.0043,-0.0532,0.199,,,,-1.5,-0.71,-0.24,-0.0,-0.0017,-0.0365,0.0585,0.623,,,1.358,,,,,,,
8.238,ROTATION_SCAN,0.0042,-0.0563,0.2,,,,-1.59,-0.77,-0.2,-0.0,-0.0001,-0.0344,0.0526,0.623,,,1.358,,,,,,,
8.331,ROTATION_SCAN,0.005,-0.058,0.205,,,,-1.64,-0.81,-0.18,-0.0,0.0041,-0.0286,0.0456,0.618,,2.474,1.355,,,,,,,
8.337,ROTATION_SCAN,0.006,-0.0609,0.206,,,,-1.66,-0.73,-0.09,15.0,0.0079,-0.0266,0.0473,0.618,,2.474,1.355,,,,,,,
8.386,ROTATION_SCAN,0.0061,-0.0614,0.208,,,,-1.7,-0.69,-0.07,15.0,0.0078,-0.0184,0.0458,0.617,,,1.357,,,,,,,
8.431,ROTATION_SCAN,0.0062,-0.0625,0.211,,,,-1.55,-0.72,0.08,15.0,0.0069,-0.0135,0.0432,0.617,,,1.357,,,,,,,
8.481,ROTATION_SCAN,0.0093,-0.0629,0.217,,,,-1.18,-0.6,-0.0,15.0,0.0142,-0.0073,0.0445,0.616,,2.453,1.36,,,,,,,
8.531,ROTATION_SCAN,0.0123,-0.0644,0.218,,,,-0.6,-0.63,0.01,15.0,0.0202,-0.0052,0.0522,0.616,,2.453,1.36,,,,,,,
8.595,ROTATION_SCAN,0.0125,-0.064,0.219,,,,0.14,-0.47,0.24,15.0,0.0175,0.0011,0.0451,0.62,,,1.353,,,,,,,
8.661,ROTATION_SCAN,0.0139,-0.0626,0.223,,,,0.96,-0.48,0.41,15.0,0.0166,0.008,0.0361,0.62,,,1.353,,,,,,,
8.684,ROTATION_SCAN,0.0147,-0.0627,0.225,,,,1.8,-0.39,0.5,15.0,0.0127,0.0104,0.039,0.624,,2.454,1.353,,,,,,,
8.73,ROTATION_SCAN,0.0163,-0.0625,0.225,,,,2.68,-0.35,0.58,15.0,0.0107,0.0125,0.0357,0.624,,2.454,1.353,,,,,,,
8.78,ROTATION_SCAN,0.0167,-0.0629,0.222,,,,3.66,-0.26,0.74,15.0,0.0051,0.0122,0.0276,0.631,,2.461,1.361,,,,,,,
8.831,ROTATION_SCAN,0.018,-0.0548,0.224,,,,4.7,-0.34,0.65,15.0,0.0017,0.0318,0.0137,0.631,,2.461,1.361,,,,,,,
8.881,ROTATION_SCAN,0.0174,-0.0531,0.229,,,,5.72,-0.21,0.59,15.0,-0.0047,0.034,0.014,0.648,,2.41,1.373,,,,,,,
8.936,ROTATION_SCAN,0.0152,-0.0517,0.23,,,,6.71,0.06,0.72,15.0,-0.0149,0.0337,0.0257,0.648,,2.41,1.373,,,,,,,
